,pretty_formula,crystal_system,spacegroup,experimentally_observed,"energy_above_hull, eV/atom",Ef,total_atoms,Gf_400,Gf_500,Gf_600,Gf_700,Gf_800,Gf_900,Gf_1000,Gf_1100,Gf_1200,Gf_1300,Gf_1400,Gf_1500,Gf_1600,Gf_1700,Gf_1800,Gf_1900,Gf_2000
mp-36358,Ca(GdS2)2,Tetragonal,I-42d,False,0.020269839642860887,-2.342951598035715,7.0,-16.098647446603145,-15.994862368639804,-15.89343979001843,-15.788216527044618,-15.674708407252991,-15.50819392835232,-15.128527244745122,-14.742986262870456,-14.344082577537145,-13.93725844237958,-13.52335134734275,-13.102139522328043,-12.668288724599586,-12.21466656835729,-11.732906688904817,-11.178877414800459,-10.61881407155374
mp-1194276,Ca(HoS2)2,Orthorhombic,Pnma,True,0.0,-2.4059290855357136,7.0,-16.520629734567304,-16.41411283529537,-16.309960508226467,-16.202272823021637,-16.08672521751762,-15.918592043701057,-15.53762174006008,-15.15092016556521,-14.750806138946107,-14.34253121061903,-13.926738021588736,-13.502989224205683,-13.070923369432506,-12.630225711516786,-12.145622076258132,-11.58094057871013,-11.009487073480098
mp-1227503,Ca(InS2)2,Orthorhombic,Imma,False,0.03677300839285813,-1.189811306785714,7.0,-8.164567310458239,-8.085867129299714,-8.00429961901242,-7.918846437068962,-7.82531361155326,-7.679201436308217,-7.32053818606593,-6.956717847485178,-6.580355658428109,-6.197016171332034,-5.807665393528074,-5.412178979387736,-5.010529210505354,-4.602726780315944,-4.167769163061877,-3.6614770114969097,-3.1500296838817725
mp-35421,Ca(LaS2)2,Tetragonal,I-42d,False,0.01335750107143241,-2.4737651023214267,7.0,-17.14193356219853,-17.072310463133906,-17.004600052559823,-16.932827777138936,-16.85305877258846,-16.720426436342535,-16.374660551139684,-16.022918797477104,-15.652936898266436,-15.262765284578974,-14.86574701717383,-14.461817863393438,-14.0510019263588,-13.633355502448401,-13.187917523125932,-12.670539734061142,-12.1474367321529
mp-505362,Ca(LuS2)2,Orthorhombic,Pnma,True,0.0,-2.4001439038690484,7.0,-16.6648340173643,-16.605192365533473,-16.548431428311247,-16.488512393667193,-16.42096145344126,-16.301019793843036,-15.968475237720906,-15.630512412765926,-15.279549635038942,-14.920950389453813,-14.555485834401397,-14.182845066757231,-13.802809664897525,-13.415205837622388,-12.998846574539257,-12.509368043766987,-11.998986811422446
mp-1045467,Ca(MnS2)2,Orthorhombic,Imma,False,0.09161271500000012,-1.272324373602217,7.0,-8.842988475720714,-8.800634756104966,-8.759775007044329,-8.714156911818542,-8.659229966408088,-8.550239502744681,-8.22607579483493,-7.891228750983457,-7.542135964859016,-7.184432466175173,-6.817832254178899,-6.438591767819608,-6.0372082407567245,-5.62434894516808,-5.182269892892553,-4.66689952545936,-4.144527062765764
mp-1395180,Ca(MnS2)4,Trigonal,R-3m,False,0.041544085384616736,-1.0615894254177713,13.0,-13.734639752774012,-13.665076875099782,-13.597047758760967,-13.519664979178144,-13.425817260810055,-13.225598987045093,-12.597020603826532,-11.94937314001309,-11.282210421035344,-10.600790475076625,-9.90329609565104,-9.182189519903448,-8.418409654200016,-7.6332385821052045,-6.812193855465814,-5.911341811539753,-4.997122533483129
mp-1104194,Ca(Mo3S4)2,Triclinic,P-1,False,0.0,-1.0121914455000005,15.0,-15.15892068829394,-15.10617598278013,-15.062636832882152,-15.014523418374319,-14.953232431999634,-14.788031913603625,-14.19833394250715,-13.598648445555355,-12.98047642346182,-12.34858403177803,-11.703381220622294,-11.04433206313778,-10.37109880711197,-9.68344851676828,-8.960174001550264,-8.156923934033497,-7.3397333466461205
mp-35876,Ca(NdS2)2,Tetragonal,I-42d,False,0.01290598785714181,-2.3801285966071424,7.0,-16.35179973595201,-16.247643718691567,-16.144967161958764,-16.037459708923485,-15.920434046735824,-15.748942731248315,-15.362605683562965,-14.968449993929777,-14.554837389302474,-14.128735749060372,-13.683528554753387,-13.229269208589479,-12.766118622520025,-12.294259537448571,-11.792844892197468,-11.217819711184461,-10.635491870056402
mp-34185,Ca(PrS2)2,Tetragonal,I-42d,False,0.012609351785716427,-2.372396587083332,7.0,-16.280648844869713,-16.172500929506608,-16.066039760777794,-15.954940471825687,-15.83452611410571,-15.659859607775733,-15.270598185436963,-14.871934455295555,-14.454647100308758,-13.960375710484495,-13.455039394672246,-12.941509091484596,-12.419893891346272,-11.890326786495208,-11.331908894227105,-10.700556218904769,-10.0625310332316
mp-17597,Ca(ScS2)2,Orthorhombic,Pnma,True,0.0,-2.251642790535714,7.0,-15.65781586123076,-15.606833489716113,-15.558767071448184,-15.507459641315767,-15.448379351048963,-15.336730075358135,-15.012293418508488,-14.682258153913214,-14.339057107660615,-13.98808071185841,-13.630129144952402,-13.264928815317312,-12.892298612828547,-12.507164502725052,-12.092615786994424,-11.590794308212674,-11.080231603735735
mp-36100,Ca(SmS2)2,Tetragonal,I-42d,False,0.014136741071428816,-2.361394356428573,7.0,-16.222975314351835,-16.116382099152105,-16.008795421227703,-15.893977473885826,-15.76740470030083,-15.584347306737225,-15.1846677390418,-14.775643903653606,-14.349269180114842,-13.907490978301805,-13.449465697834569,-12.976252596753604,-12.493949261104715,-12.00275708754104,-11.481831087745995,-10.88713494188693,-10.284978598471758
mp-38327,Ca(TbS2)2,Tetragonal,I-42d,False,0.022974680357140898,-2.3801315533928595,7.0,-16.310862016760616,-16.196299011796203,-16.08391402153884,-15.967448510685063,-15.842279425078035,-15.663583692234274,-15.27113462497471,-14.872129288156804,-14.458998435007784,-14.037134570496445,-13.607335800207517,-13.169305731043991,-12.720386183906832,-12.250849550940705,-11.748026207875249,-11.171859728125469,-10.588639331588613
mp-1227354,Ca(TiS2)2,Monoclinic,P2/m,False,0.04600552642857192,-1.857758176666666,7.0,-12.920493746569083,-12.874198566200606,-12.83037160108849,-12.782938800564185,-12.727507198049238,-12.619390529890552,-12.298384910380786,-11.971598271351546,-11.628835051058818,-11.273879214283802,-10.912735893610247,-10.545170881773142,-10.171036234424957,-9.790226564780994,-9.38161912114176,-8.900908111735966,-8.40475017108489
mp-1386933,Ca(TiS2)4,Trigonal,R-3m,False,0.0,-1.7899549802564099,13.0,-23.191919201297665,-23.1218708863247,-23.055304822089642,-22.981690116116514,-22.894230567746163,-22.70315736919737,-22.088292646985508,-21.464163477023252,-20.81705737391566,-20.148530235981312,-19.469347123407886,-18.77898898091139,-18.077104358844085,-17.36343002284537,-16.616725997685293,-15.792590154020736,-14.93819740425588
mp-1048589,Ca(TiS2)8,Trigonal,P-3m1,False,0.0,-1.7100859158666901,25.0,-42.60859580076993,-42.47136810409162,-42.33965072911431,-42.193999099747174,-42.022810547169634,-41.64615117534425,-40.42389513523183,-39.18540779090718,-37.90994280967348,-36.594599956924085,-35.25966414805457,-33.9040466317429,-32.526988947740975,-31.127912166536397,-29.68534186583824,-28.154683241159802,-26.564147760671037
mp-1194132,Ca(TmS2)2,Orthorhombic,Pnma,True,0.0,-2.4087002251785714,7.0,-16.540043987088584,-16.433933291618864,-16.330566501927347,-16.223921388872146,-16.10947024990549,-15.942342336739353,-15.562319253638947,-15.176645741266242,-14.777835467291142,-14.371361778264028,-13.958122277100829,-13.537942869507454,-13.110746088412641,-12.676505315752216,-12.214184859991477,-11.663687873754633,-11.103247402404033
mp-1400988,Ca(VS2)4,Trigonal,R-3m,False,0.06456261730768631,-1.3622339815384619,13.0,-17.616565525205345,-17.54358045285856,-17.474906775676278,-17.399905812407066,-17.31162382495071,-17.120200799639072,-16.50555006887445,-15.882468180508162,-15.242594776418937,-14.590798186909595,-13.927524769778858,-13.25226376118697,-12.564696877263287,-11.864623069479187,-11.130872839880979,-10.319122827846073,-9.495427564372221
mp-18642,Ca(YS2)2,Orthorhombic,Pnma,True,0.0,-2.4064980944642866,7.0,-16.759931705585263,-16.7127554936957,-16.668091027144893,-16.61983108948723,-16.563487362535202,-16.45434248971971,-16.13225269830434,-15.804493821867089,-15.463585746661039,-15.115010110680844,-14.759662443981354,-14.39736450654636,-14.028034685582464,-13.651640144442291,-13.244207947459934,-12.748373278145213,-12.246214339138831
mp-540773,Ca2GeS4,Orthorhombic,Pnma,True,0.0,-1.6816741624999996,7.0,-11.774695681917903,-11.75087066914083,-11.730022759011941,-11.705832266826311,-11.672572339909191,-11.58632781892423,-11.286952858273938,-10.981519114721264,-10.655919537689737,-10.293367018736731,-9.921153937168288,-9.542477707214962,-9.157328229790151,-8.765738999800611,-8.325664842372262,-7.748678081503087,-7.167065760586235
mp-29284,Ca2Sb2S5,Monoclinic,P2_1/c,True,0.0,-1.3717615741666676,9.0,-12.290937724676816,-12.245987678120844,-12.20502642588685,-12.159842043088215,-12.10359705177071,-11.980737905732292,-11.54710400678635,-11.103599683844038,-10.637875913039558,-10.161433834560839,-9.676442100761085,-9.18280665202823,-8.680539896370426,-8.169699926910516,-7.608287308829576,-6.953645228157281,-6.162492180642175
mp-1194033,Ca2SiS4,Orthorhombic,Pnma,True,0.0,-1.7523592180357153,7.0,-12.26077680891766,-12.235753953095106,-12.214049185566171,-12.189191502768079,-12.155381501888758,-12.068670857814784,-11.768903360643343,-11.46316828645644,-11.137376203996677,-10.80305839628124,-10.462369656462881,-10.115185638913108,-9.761470333781986,-9.396603662882008,-8.956989951261367,-8.380487474102166,-7.799381201936491
mp-1100346,Ca2Sn3S8,Trigonal,R-3m,False,0.041142854807691975,-1.1894125119230763,13.0,-15.314736455733703,-15.224820657569323,-15.096017829943847,-14.957478896207613,-14.803731177492391,-14.546042296550226,-13.864576401972462,-13.174192227442408,-12.460150184906674,-11.733565171491948,-10.99635216706255,-10.248240859662449,-9.48913061583296,-8.719019381707856,-7.895856693380196,-6.9312480910928045,-5.957517474139021
mp-866503,Ca2SnS4,Orthorhombic,Pnma,True,0.0,-1.677767615357143,7.0,-11.707833281746574,-11.672518772485642,-11.625473380175634,-11.573718353935536,-11.512457555709455,-11.397891906380757,-11.069968839099955,-10.735856398669577,-10.381529412525278,-10.018566839488784,-9.64916907565631,-9.273244941176424,-8.890789519115192,-8.501840450101493,-8.064354632122331,-7.489909571328346,-6.910792311112694
mp-1048666,Ca3(TiS2)8,Monoclinic,C2/m,False,0.03595714691356022,-1.813636005061728,27.0,-48.74970800297875,-48.59373392440456,-48.44617852708101,-48.28436281719501,-48.09270466093049,-47.69206272320006,-46.4418513591044,-45.17081350821939,-43.84484556166207,-42.47307134731342,-41.07826619052861,-39.65944262149364,-38.21595330186569,-36.747324223714784,-35.19006990841197,-33.41117664307156,-31.571132609140275
mp-1100362,Ca3Sn2S7,Orthorhombic,Ima2,False,0.03403091197917174,-1.522616719374999,12.0,-18.213979494303096,-18.1536475191387,-18.06893018279769,-17.975891777516367,-17.867168961007827,-17.66582979006428,-17.091849593271704,-16.507903110054084,-15.892773977692645,-15.26371461899621,-14.623954274051133,-13.973311390054112,-13.311754662473064,-12.639330628627533,-11.89297279502453,-10.940054429413074,-9.979015310857932
mp-35269,Ca4Sb2S,Tetragonal,I-42d,False,0.04193133277311123,-1.395491773928571,7.0,-9.66737230292346,-9.636357981204378,-9.614363152142293,-9.59155981367724,-9.55808782816791,-9.503436192364376,-9.342386769639468,-9.167331214683262,-8.953184604711172,-8.723898288035523,-8.484425938464074,-8.234980568506922,-7.9758220692313575,-7.70720832275459,-7.345185567375575,-6.758713285717997,-6.0368028824746744
mp-1100378,Ca5Sn3S11,Triclinic,P-1,False,0.07107637111842724,-1.5301944122368412,19.0,-28.978267387087758,-28.882254582296948,-28.750125533280446,-28.604965781393563,-28.43461584629347,-28.11834470565574,-27.216075121216882,-26.297649877203398,-25.327827438332186,-24.335439186233796,-23.325914757090757,-22.298981418248374,-21.25460294824062,-20.192863525015916,-19.008653553068275,-17.480923806297348,-15.940401107161064
mp-1227235,CaCdS2,Trigonal,R-3m,False,0.08383387624999994,-1.5478173737499992,4.0,-6.0901707895624035,-6.052057896575186,-6.015188991174553,-5.966101404677703,-5.911830247618042,-5.830320697862929,-5.641470907382854,-5.389078261724184,-5.087279117982424,-4.781226436081255,-4.471968818496816,-4.159424846278923,-3.843565947049214,-3.5243874228521426,-3.180856226669439,-2.7687447920011863,-2.354192284116813
mp-1227261,CaEuS2,Trigonal,R-3m,False,0.022022107499999777,-2.426824325156252,4.0,-9.530892470366153,-9.47364470808998,-9.418407891994992,-9.361436926078078,-9.299587100175126,-9.210765244223765,-9.014839453709026,-8.815123101118242,-8.602662944127326,-8.38496774926202,-8.16316281485792,-7.9372309806579056,-7.707198605101879,-7.473112811760951,-7.109175046025005,-6.683399022422257,-6.255179852742318
mp-1227084,CaGdS2,Tetragonal,P4/mmm,False,0.024963825000000384,-2.309452868906252,4.0,-9.079430777586728,-9.025690188439286,-8.973857938850236,-8.920043832541815,-8.861010917032454,-8.774596581414052,-8.580612953922845,-8.38254338165362,-8.173304342964258,-7.958622980293859,-7.739540641104822,-7.515971760724838,-7.2852769982623045,-7.043916391212774,-6.777203993143569,-6.440969241234093,-6.101398976558308
mp-1190098,CaHfS3,Orthorhombic,Pnma,True,0.037140437999998,-2.0209151206875022,5.0,-10.051871892421296,-10.019640342921178,-9.988891227766967,-9.955310073363536,-9.91540517944421,-9.835941075295052,-9.59688139765846,-9.353678946768165,-9.09910314810947,-8.83879740918402,-8.57376155392701,-8.30388551720645,-8.029124255674581,-7.749471119564074,-7.4438902802285405,-7.068162989238882,-6.688436800114051
mp-1227049,CaMgS2,Trigonal,R-3m,False,0.026760792500000186,-2.003479787499999,4.0,-7.920501995130028,-7.884700742311017,-7.85101926087918,-7.81551449659956,-7.774893529741787,-7.706932599996305,-7.523995009356926,-7.334605303032135,-7.133963215844547,-6.927898496856052,-6.686303610282955,-6.375600738771175,-6.061582940247579,-5.744246553187153,-5.402555421280032,-4.992286123748426,-4.579573680139632
mp-1227051,CaMnS2,Trigonal,R-3m,False,0.0634439487500007,-1.7242989537769375,4.0,-6.832334075299339,-6.802847454864155,-6.774834909593935,-6.744361676697986,-6.708157637917671,-6.644043599456365,-6.471349749352338,-6.292165435633171,-6.101370136086704,-5.904787381191628,-5.702896773061331,-5.4938518515475145,-5.272929013956226,-5.045488126771985,-4.792154431829713,-4.468787422794282,-4.141600887933516
mp-1227043,CaSm2S3,Trigonal,P-3m1,False,0.0042676466666682344,-2.3109712829166646,6.0,-13.571456899465556,-13.474340408725123,-13.376761039956369,-13.27288557160371,-13.15842964816861,-12.999725971416098,-12.67648755154785,-12.344019732572377,-11.994471238348732,-11.62989601516238,-11.249524115507148,-10.854466245077047,-10.450854080206332,-10.03891273440113,-9.597811401708846,-9.083522563545062,-8.562360217334572
mp-1100353,CaSn2S5,Orthorhombic,Pbam,False,0.08496549609375315,-1.0477621912499995,8.0,-8.270752333865923,-8.209703974277184,-8.122423063354907,-8.029017481332072,-7.926581753571501,-7.75951636691637,-7.32795757452257,-6.891257415451944,-6.441867491805538,-5.985229236722937,-5.52222878607833,-5.052686200867541,-4.576527235230056,-4.093740938608978,-3.583300238577346,-3.001014913779617,-2.413056127837514
mp-1100381,CaSnS3,Tetragonal,I4_1/a,False,0.06697506374999751,-1.320104589999999,5.0,-6.551616967926295,-6.51959328461527,-6.474915123176709,-6.42662552672793,-6.372157291037913,-6.278377552015504,-6.025314205096171,-5.768473944901366,-5.500665581276666,-5.227562578209168,-4.950193779689006,-4.668468812764317,-4.382361289836942,-4.091880107597552,-3.7760018745661537,-3.390522352341115,-3.001594276594062
mp-7781,CaZrS3,Orthorhombic,Pnma,True,0.03657248249999423,-2.031619070999999,5.0,-10.112187131592986,-10.081923407718552,-10.053368060046262,-10.022211797133671,-9.984940117242367,-9.90828852960348,-9.672179213738083,-9.432020403366971,-9.178232972387129,-8.917839817339933,-8.653145628201944,-8.384031011966366,-8.110432269535847,-7.832318913240789,-7.528629203671471,-7.1551122630522705,-6.777882479125076
mp-4452,Cd(GaS2)2,Tetragonal,I-4,True,0.0,-0.8252262901785709,7.0,-5.679618259180169,-5.600207574002415,-5.523103420917836,-5.433011663234151,-5.3370986441101635,-5.190028257948442,-4.831792504412421,-4.410204088096315,-3.9456390386951963,-3.476958275957357,-3.0038001397008305,-2.5259356048132684,-2.043234346266214,-1.5556282887741606,-1.0631005520165893,-0.5656600045320932,-0.06334826296353846
mp-559200,Cd(InS2)2,Cubic,Fd-3m,True,0.0,-0.7870932551785715,7.0,-5.362812918708972,-5.288357143357773,-5.210430836307452,-5.118596574344502,-5.020153363735988,-4.8698791062431255,-4.507861153138419,-4.08196817626487,-3.6126197353999525,-3.1387223532354183,-2.6599475353663635,-2.176091131013239,-1.6870539080635858,-1.1927843741204303,-0.6932863774739157,-0.18858951527329815,0.32125630439428576
mp-1104677,Cd(Mo3S4)2,Trigonal,R-3,True,0.034725188000003016,-0.744609389499999,15.0,-11.32177485951307,-11.313102820236189,-11.313033134004792,-11.298366899907073,-11.271993788869178,-11.14245944865496,-10.589235035125672,-9.967305160310687,-9.295975146838906,-8.613353120516264,-7.918554529725043,-7.210963642457344,-6.4901711927938734,-5.755882059126044,-5.0078954249451755,-4.246068907222366,-3.4703080882121498
mp-1226950,Cd2TeS,Trigonal,P3m1,False,0.0517655687499996,-0.6166681644531273,4.0,-2.412088546811111,-2.392158689125174,-2.3752668802788666,-2.337456592440295,-2.27681335848831,-2.1941366859788207,-2.0552707288515384,-1.7926432297031463,-1.4483855707625874,-1.1011248271009801,-0.6926169650333991,-0.29648735941180604,0.10216844958580396,0.5033981717821092,0.9072139701201287,1.3136220295378855,1.7226038252800215
mp-5151,Cd4GeS6,Monoclinic,Cc,True,0.013104489488635185,-0.7962375009090888,11.0,-8.650800690081176,-8.586219609888527,-8.524050012219604,-8.416252301628326,-8.298613670522768,-8.102996961188916,-7.589331709620971,-6.829911013680912,-5.908177145633742,-4.952521867723856,-3.9874026565253686,-3.0156960918654683,-2.037148961158813,-1.0516035038606297,-0.059000620221898004,0.9406880990727905,1.9474247958816946
mp-18179,Cd4SiS6,Monoclinic,Cc,True,0.006489037272727316,-0.7622832933522701,11.0,-8.198679597280773,-8.115423037061353,-8.034918945011098,-7.90897640682607,-7.7733100647770215,-7.559749595372875,-7.028214170302494,-6.251014506746916,-5.311610496290223,-4.366712292636617,-3.4156397862069277,-2.457947796969295,-1.4933572015750443,-0.5170566663851339,0.4925634084271735,1.5092454809931792,2.5329537660321932
mp-1226846,Cd5Te4S,Trigonal,R3m,False,0.042639129499999484,-0.5611783667812489,10.0,-5.453174391205916,-5.407754457105446,-5.373525540839133,-5.288984155132791,-5.118680298426998,-4.899977822266868,-4.616317499644907,-4.021002194851972,-3.2196464182875904,-2.409016074969035,-1.3565038790464392,-0.35685316607951734,0.6494037740920184,1.6623574550775757,2.682016519193496,3.708377773035245,4.7413816902251185
mp-1226820,Cd5TeS4,Tetragonal,I-4m2,False,0.029587399000000403,-0.7034625711249987,10.0,-6.914433745417819,-6.85873421923067,-6.807033919407505,-6.701053694063052,-6.566671209150984,-6.370520150905731,-5.958380516033339,-5.239088153226378,-4.317685463230035,-3.3905419163826096,-2.39904463010936,-1.4165771431103842,-0.4280848664359418,0.5665802354179661,1.5674703348500785,2.574619549955063,3.587994783333805
mp-1226761,CdPbS2,Trigonal,R-3m,False,0.0789578987499997,-0.7449891837499982,4.0,-2.889288175860482,-2.8534770724404783,-2.818896483010126,-2.764006835741059,-2.7052633582833323,-2.6199883337538243,-2.42817941145422,-2.1738920481336628,-1.8779320313690757,-1.5794534611577298,-1.2782757333633352,-0.9742842632586477,-0.6674142033966399,-0.3576276900447013,-0.04491670598194197,0.27071664228539305,0.5892512389256108
mp-1189064,Ce(ErS2)3,Monoclinic,P2_1/m,True,0.0,-2.368408967499998,10.0,-23.29867501925714,-23.161643132506093,-23.02679153653318,-22.88612039748186,-22.73520526180534,-22.505947992138545,-21.958172218912956,-21.398504120924283,-20.826552093631904,-20.245251394802224,-19.654049980332807,-19.05257432824073,-18.440566450084102,-17.81784514458188,-17.1825729877418,-16.504115249975186,-15.815751647326529
mp-1189290,Ce(HoS2)3,Monoclinic,P2_1/m,True,0.0,-2.3959561071874957,10.0,-23.554961746574328,-23.413862043991074,-23.27531885646952,-23.131406973151513,-22.977798328529865,-22.7463263808243,-22.196634421553515,-21.635124760518035,-21.06115704984927,-20.47739603894445,-19.883000519582332,-19.277307805661263,-18.65975830745415,-18.02986611310319,-17.366292321702595,-16.6811518538684,-15.985253575253836
mp-1105574,Ce(LuS2)3,Monoclinic,P2_1/m,True,0.0,-2.3804211006874993,10.0,-23.689820232278485,-23.622322830609065,-23.558156157609687,-23.489186679885,-23.41086246293265,-23.254967216306746,-22.781203308066402,-22.29609120109292,-21.7991397935145,-21.293181736474747,-20.777568597831625,-20.251827358271044,-19.715612969186303,-19.16865095054837,-18.610733147163238,-18.0416865592448,-17.440686119710627
mp-38564,Ce(Mo3S4)2,Trigonal,R-3,True,0.0,-1.0805273248333322,15.0,-16.32398203711373,-16.305736306774115,-16.29643287869489,-16.28240801287009,-16.256222313531552,-16.126263891002075,-15.571850509423996,-15.003080010862448,-14.4189955010214,-13.8221565748471,-13.2117906152194,-12.587380351031069,-11.948598394374923,-11.295224246640785,-10.627120313582505,-9.94420328871157,-9.246427466517563
mp-37199,Ce(NdS2)2,Tetragonal,I-42d,False,0.03785374892856552,-2.327198316250005,7.0,-15.991962650678033,-15.88996853819333,-15.789190632880825,-15.683434658130123,-15.569177212580152,-15.400590922560717,-15.017201393995302,-14.621623632353904,-14.209761469580641,-13.786376224449569,-13.34366881127216,-12.89171128800598,-12.430674930907738,-11.960754918047378,-11.482173784557556,-10.995144575791917,-10.499894429458774
mp-1226961,Ce(PrS2)2,Tetragonal,I-42d,False,0.0359400735714317,-2.3212208808333292,7.0,-15.931754275993192,-15.8254333898177,-15.720535996921065,-15.61085331066541,-15.492872293995005,-15.32077593754498,-14.934127158738026,-14.533706481000282,-14.117834692279411,-13.625944821978045,-13.122773411707252,-12.611210055829211,-12.091374209073974,-11.563411300845887,-11.02749204475094,-10.483800466087851,-9.932518099621472
mp-34009,Ce(SmS2)2,Tetragonal,I-42d,False,0.045076648928567664,-2.300572079999999,7.0,-15.818021529166813,-15.716122036890072,-15.61296582853322,-15.50243117762317,-15.38115843882312,-15.203537888874838,-14.809337658446601,-14.401423569197444,-13.979331105659975,-13.542801117105215,-13.08980743591481,-12.621427975878827,-12.143770687348399,-11.657049404143068,-11.161488734256558,-10.657320378792111,-10.14477354831911
mp-1188911,Ce(TmS2)3,Monoclinic,P2_1/m,True,0.0,-2.394037200687498,10.0,-23.541995239034126,-23.403054378386162,-23.267239033162653,-23.126440544301055,-22.97602613571741,-22.747611615219455,-22.200890022991494,-21.642471991371227,-21.072009445900438,-20.49249983017752,-19.903484378848024,-19.304695285843422,-18.695998934385834,-18.077341604149773,-17.448742118228033,-16.786427953592536,-16.108598762029082
mp-1006324,Ce(YS2)3,Monoclinic,P2_1/m,True,0.0,-2.3978279411875008,10.0,-23.87515268201551,-23.81018756867187,-23.74799973009352,-23.680353026262324,-23.602673757634705,-23.446807819596795,-22.9725601868305,-22.486588131047487,-21.988552905664353,-21.481464391445904,-20.964860713746063,-20.43846784791313,-19.902145958586,-19.35583199756441,-18.79513892174431,-18.2003922544261,-17.59555938331306
mp-675160,Ce11MnS16,Orthorhombic,P2_12_12,False,0.0,-3.517816637068963,28.0,-97.10844787321692,-96.65268157119377,-96.20260716942497,-95.73373050700445,-95.23233834849366,-94.51566014308912,-92.94178173159622,-91.28876328099518,-89.56548622260198,-87.81213072294665,-86.02758905408575,-84.21000610950671,-82.35485063936264,-80.46781189093868,-78.55102683069698,-76.60508542312726,-74.63064022072098
mp-985298,Ce2HfS5,Orthorhombic,Pnma,True,0.0,-2.2071979514453126,8.0,-17.4971549183385,-17.424223050389077,-17.35264012045679,-17.2758974362504,-17.190362985328917,-17.039312727406955,-16.622590642230023,-16.19045927308342,-15.743782928706533,-15.289590853815877,-14.827615637102133,-14.357732270379394,-13.87990381928634,-13.394153535473672,-12.900550890018604,-12.399186119667881,-11.890175560868023
mp-1232223,Ce2MgS4,Orthorhombic,Pnma,False,0.06851340714285747,-2.067469660714284,7.0,-14.274855427179734,-14.199281340725797,-14.125693529330263,-14.047954720062059,-13.962631681016504,-13.824012082312594,-13.46433956894725,-13.086948429180529,-12.69513328108912,-12.296109710949793,-11.858502947734337,-11.34872023103476,-10.832562727764351,-10.310056677816139,-9.78127122460386,-9.246291932525569,-8.70522260405612
mp-675925,Ce2PbS4,Tetragonal,I-42d,False,0.047541997142857007,-1.8376027642857125,7.0,-12.6475333059729,-12.566772345001507,-12.487711604261346,-12.396036373914047,-12.29656859125221,-12.143864361902956,-11.777742601630667,-11.396593825051832,-11.001514381082139,-10.599702236679285,-10.191004054198487,-9.775370111009643,-9.352815182358952,-8.92339349176384,-8.487195947679231,-8.044324697391719,-7.594899089834161
mp-558269,Ce2SiS5,Monoclinic,P2_1/c,True,0.012234384374998797,-1.7742446523828104,8.0,-13.967855969074382,-13.88035547222051,-13.795115972253027,-13.70549404091137,-13.60777889703403,-13.44519986096162,-13.017561528079387,-12.575101567339832,-12.118659413149544,-11.655246690905972,-11.184579406411265,-10.70651907788259,-10.221016333792221,-9.723452253432463,-9.19235617210813,-8.654113605624888,-8.10884399972086
mp-37045,Ce2SmS4,Tetragonal,I-42d,False,0.025087770892858963,-2.3061404092857134,7.0,-15.857529943450269,-15.75744458703458,-15.657456092815195,-15.551442734319032,-15.436007554710079,-15.265495227786664,-14.87960237051025,-14.476622073027205,-14.057306589316175,-13.62702147715208,-13.184700303590358,-12.730883074974322,-12.268654473789631,-11.798171330176508,-11.319613685615733,-10.833167638267096,-10.339026123631305
mp-1106406,Ce2SnS5,Orthorhombic,Pbam,True,0.0,-1.7327974090624991,8.0,-13.638054091344742,-13.548406535365977,-13.445971004930904,-13.337596324460723,-13.220574977550106,-13.038285530536456,-12.59063622185834,-12.127943489188793,-11.651111025627458,-11.167198132376313,-10.675966418180973,-10.17731056703567,-9.67121230032867,-9.157710416168676,-8.636886822799305,-8.108846266994766,-7.573710267354244
mp-1203122,Ce2ZrS5,Orthorhombic,Pnma,True,0.0,-2.173161323437501,8.0,-17.17435230283751,-17.089061990751844,-17.005346558539557,-16.91670249606208,-16.819474989406693,-16.65691097823308,-16.22881298506541,-15.785398986676071,-15.325184740216107,-14.856578979441778,-14.380619159085128,-13.89717094308545,-13.406178741331818,-12.907641967572673,-12.401604182121897,-11.888123492379707,-11.36728306901556
mp-675514,Ce3AsS3,Cubic,P2_13,False,0.021008259642858462,-2.202660763348218,7.0,-15.079140791828662,-14.974162856705776,-14.87314663323766,-14.768894580057719,-14.657424157078665,-14.503647483815776,-14.186776127740957,-13.848395918804695,-13.490535993402577,-13.124241030416453,-12.749483618511317,-12.298828949292455,-11.834841935333095,-11.363470462377954,-10.884855187547561,-10.39913971534984,-9.906484851938965
mp-1214308,Ce3CrS6,Orthorhombic,Pnnm,False,0.013930258750000313,-1.9844868347499982,10.0,-19.486162238314193,-19.357431315740364,-19.2310340756636,-19.098503254056844,-18.95508688532481,-18.732460890246184,-18.190229175979393,-17.62583411036507,-17.040774538155237,-16.445700906005754,-15.840257055184978,-15.224252911914364,-14.597600462359491,-13.96027811554141,-13.312320241010887,-12.653782890129701,-11.984743726809839
mp-1226804,Ce3GeS2,Orthorhombic,Immm,False,0.0,-1.7774064666666654,6.0,-10.373524442949568,-10.287443332600755,-10.206064914001306,-10.122609704518789,-10.03333125610142,-9.914195892320718,-9.684246052823362,-9.433060802921688,-9.162791457551076,-8.85625633051528,-8.53859261013232,-8.21320721394262,-7.880244877305163,-7.539876301123069,-7.19228793601212,-6.837664317075006,-6.476196728361391
