,pretty_formula,crystal_system,spacegroup,experimentally_observed,"energy_above_hull, eV/atom",Ef,total_atoms,Gf_400,Gf_500,Gf_600,Gf_700,Gf_800,Gf_900,Gf_1000,Gf_1100,Gf_1200,Gf_1300,Gf_1400,Gf_1500,Gf_1600,Gf_1700,Gf_1800,Gf_1900,Gf_2000
mp-35835,Ag(AuS)2,Monoclinic,Pc,False,0.051189178666668056,-0.05503952017708684,5.0,-0.2679947205415074,-0.254554298282454,-0.24579058927275943,-0.23654028331057786,-0.22400401572543993,-0.1847374750509525,-0.038239977150629656,0.11205723549689273,0.2668417514499408,0.43289230136306944,0.6199967485063418,0.8194560166944482,1.0241642968110307,1.2340489516876243,1.4490176553351892,1.6689713865813252,1.8937972086868857
mp-558796,Ag(Bi2S3)3,Monoclinic,C2/m,True,0.03002853177083331,-0.5911942533854164,16.0,-9.341211325308286,-9.255428065772445,-9.102881107932891,-8.88536780524933,-8.653810379406615,-8.306555329302274,-7.483725915251293,-6.652377772614242,-5.810736383667528,-4.951392133993831,-4.076613227351686,-3.189224218546144,-2.2890532961691648,-1.3760635308642293,-0.45030317711410817,0.48810947741970523,1.7421127190606285
mp-35109,Ag(Mo3S4)2,Trigonal,R-3,True,0.06199688422222138,-0.7104041626111136,15.0,-10.829966006442557,-10.827039659649232,-10.833753132865166,-10.836482070444657,-10.827827497410347,-10.71620343484836,-10.180968067691836,-9.636762949463636,-9.08165175901383,-8.508020489174328,-7.917987127582215,-7.3142224634505055,-6.696377343830829,-6.064214687224467,-5.4175792800661995,-4.756374342270593,-4.080541731160835
mp-1197575,Ag2AsS2,Monoclinic,Pc,True,0.003030207645833727,-0.14596247081249486,5.0,-0.7046977180079701,-0.6869244570959265,-0.6738476016133732,-0.6602540926928695,-0.6433072541647484,-0.5995171716191545,-0.4483510315730701,-0.29323282149140084,-0.13352470148141116,0.04377478803304058,0.23290083374017012,0.4949299722442202,0.7673726560238965,1.0443553462161752,1.325822510115942,1.6117072558973282,1.9019272215219214
mp-9900,Ag2GeS3,Orthorhombic,Cmc2_1,True,0.0,-0.46651299513888905,6.0,-2.79963610554553,-2.7822890558478983,-2.7693182222816564,-2.7551194344390746,-2.7366137055317763,-2.6792403342051268,-2.462596250441085,-2.2420438019274957,-2.0167566386777223,-1.7452938632191533,-1.4584375827691298,-1.1658500913514604,-0.8675325786962684,-0.5635339651190261,-0.25392721209212255,0.061197460460272524,0.381735310438037
mp-9635,Ag2HgS2,Monoclinic,P2_1/c,True,0.040528937999997794,-0.24948239516666676,5.0,-1.125583941543462,-1.082720272203322,-1.0442856092150956,-0.937910340879295,-0.7993140432934469,-0.6347616862265806,-0.3636841811270184,-0.08947856826579859,0.18851890301314178,0.48333249375768084,0.7892543943353569,1.0998998779415992,1.4152668303348932,1.7353137072627787,2.0599772027911385,2.389183170080374,2.7228425102936065
mp-29163,Ag2TeS3,Monoclinic,Cc,True,0.0,-0.07846885307291747,6.0,-0.4590165994911294,-0.43789399204294766,-0.42082319796925116,-0.40218760969590983,-0.35901706564053804,-0.2697228290025784,-0.02022198315570778,0.2337987214553241,0.4930018787929029,0.7704177525523672,1.1184326036564993,1.4569509101185982,1.8008250863957205,2.1500341957967883,2.5045275601058776,2.864237760870557,3.229081821031892
mp-990091,Ag2WS4,Orthorhombic,Pnma,False,0.0929013049107148,-0.33609527486607,7.0,-2.4678281212677433,-2.4725356167152297,-2.480994428419235,-2.4871895822516032,-2.487807035818983,-2.4372329201410277,-2.175230183733336,-1.909166902491349,-1.638093511458126,-1.3487840775032733,-1.0468187966919107,-0.7384867555352557,-0.4237343248643093,-0.10256390666983073,0.22498333925884142,0.5588425771343104,0.8989296966618631
mp-561620,Ag3AsS3,Monoclinic,C2/c,True,0.0,-0.1596350126339254,7.0,-1.071918637209425,-1.0430148258240182,-1.0201652793399951,-0.9962906094715618,-0.9675295385038134,-0.8988719182420173,-0.6696505785304767,-0.4350824836928844,-0.19425848956310077,0.07229753132000027,0.3559411760197584,0.714543071970132,1.0856036017214716,1.4632246281946628,1.8473183522263739,2.237781590099484,2.634490847159004
mp-9538,Ag3AsS4,Orthorhombic,Pmn2_1,True,0.0,-0.14053708046874824,8.0,-1.098678615889036,-1.0683787815395396,-1.0436026273950816,-1.0168661800326406,-0.9840689604102062,-0.8991383248325295,-0.6015565387890245,-0.29851312903391847,0.011056392915766544,0.3467346909303446,0.6999510149468984,1.1286274400529237,1.5702984390872246,2.019089591823679,2.4749272814629357,2.9377171255361176,3.407339678305103
mp-34460,Ag3AuS2,Trigonal,R-3m,False,0.023368920833330975,-0.0946763167708345,6.0,-0.6003370337729519,-0.5970776674822558,-0.6003471835404981,-0.6035049810067026,-0.6029486756732068,-0.5747492705953863,-0.4380963785556373,-0.2962292192944531,-0.14835875432439494,0.02493124678045966,0.22122526228237405,0.42808180968264864,0.6418716741695434,0.8624614663391235,1.0897030835053396,1.3234430834815019,1.5635160929812795
mp-1229165,Ag3Bi7S12,Monoclinic,C2/m,False,0.01003388810606154,-0.5716634520454537,22.0,-12.426616055369523,-12.314500941775787,-12.127161117424976,-11.863406752465497,-11.580848403139122,-11.143457388054196,-10.071081378463255,-8.986248219051223,-7.886442029411604,-6.751183547071481,-5.588422808352632,-4.40734977655768,-3.20779383000869,-1.989764886803549,-0.7533831264669075,0.5011439798461268,2.127167673410206
mp-1214935,Ag3Bi8S13,Monoclinic,C2/m,False,0.032665456180559715,-0.5540993586458326,24.0,-13.11638564484251,-12.990009892487098,-12.777232697977457,-12.477609706987417,-12.157489013406128,-11.669507223122514,-10.49350513167201,-9.303896839346336,-8.097967711602909,-6.855118173683145,-5.583220915222348,-4.291419489680109,-2.979524325251937,-1.647542991057918,-0.2956030587481209,1.0760714008111876,2.871326849079061
mp-555269,Ag3SbS3,Monoclinic,P2_1/c,True,0.0,-0.206377109062497,7.0,-1.4158490641000934,-1.3909001395395055,-1.3718914725216456,-1.3517467840523194,-1.3265612663342239,-1.2612574031879662,-1.0132081343194859,-0.7586243609338581,-0.49758465716312106,-0.21066989922548096,0.09345789062333854,0.40515003629861557,0.7243404592427538,1.0509194869048084,1.384749053240581,1.7028172322413972,2.092769612529473
mp-1195808,Ag4Sn3S8,Cubic,P4_132,True,0.00791037183333465,-0.3310432080000036,15.0,-4.8293511408140635,-4.74366814862153,-4.623743544091255,-4.496115691171264,-4.35614977511635,-4.112489904591025,-3.444624854775615,-2.7673174415653676,-2.07872151326675,-1.3524553786156925,-0.5997565775112967,0.16671705621509858,0.9470006370602739,1.7410078801965874,2.5485923979040876,3.3695493689830336,4.203650881283057
mp-530464,Ag5(Sn3S8)2,Orthorhombic,C222_1,False,0.026250193622685103,-0.32746635978588123,27.0,-8.678675982811672,-8.533692958790159,-8.314561377588436,-8.078743199945944,-7.819324997026665,-7.35496820101271,-6.045501739218089,-4.720990000148539,-3.378088560286717,-1.9831384315318414,-0.5497549661862813,0.9065182385587605,2.3858838923472945,3.8883143707312295,5.413656244737318,6.961635151384521,8.531930810972476
mp-1247859,Ag5Au3S4,Triclinic,P1,False,0.024723359444443815,-0.09331787315972899,12.0,-1.1337688513433304,-1.114634125075109,-1.108593438573429,-1.1023811364143334,-1.0888100695015632,-1.020049191139738,-0.7345036376569762,-0.4386642857006642,-0.1309385482684693,0.2212366671958783,0.6222804597260989,1.0477949138143465,1.4870008453157162,1.9396439125887426,2.405437238136116,2.8840832654592603,3.375258502999248
mp-4004,Ag5SbS4,Orthorhombic,Cmc2_1,True,0.015285038999998335,-0.16459491162500228,10.0,-1.606522320873922,-1.5732323077495667,-1.5491288558080765,-1.5238076123557676,-1.4915537678319764,-1.4053118339880664,-1.0820366015395084,-0.7495523629784238,-0.40755042820686427,-0.02376887408228434,0.38729744501613617,0.8095365870095321,1.2428282431951647,1.6869898277369124,2.141804559310156,2.584179126875476,3.101672804905064
mp-15077,Ag7AsS6,Cubic,P2_13,True,0.005543654107141194,-0.12535749799107115,14.0,-1.6301571594964481,-1.563685749909375,-1.5092306278076122,-1.4526516723691678,-1.3862284010252992,-1.2399322259422778,-0.772409114628573,-0.29407537641251125,0.19690800564886146,0.7458092941473673,1.332392074773157,2.0016518906254674,2.6910147542527962,3.394460418858678,4.111757837082923,4.842649856395148,5.5868444027571975
mp-9770,Ag8GeS6,Orthorhombic,Pna2_1,True,0.0,-0.3268718610555529,15.0,-4.719032138529911,-4.638487917166116,-4.572058822854123,-4.504156464087739,-4.426271848788497,-4.267910359394031,-3.7874144789148954,-3.294986728900076,-2.7886389666729787,-2.1884018966787213,-1.5425561225050473,-0.8801537361581531,-0.2013586178036313,0.49356157238755927,1.2042977271017357,1.9305154713225046,2.6718511204996496
mp-15645,Ag8SnS6,Orthorhombic,Pna2_1,True,0.0,-0.20457866779166617,15.0,-2.944959816815826,-2.8778866358220574,-2.810220596182833,-2.739714240215868,-2.658789290461553,-2.4970672095772395,-2.0129837593214734,-1.5168378492828367,-1.0067232147968639,-0.43103662757300576,0.18703329201081687,0.8217230460303782,1.4728635721674408,2.1401830645288946,2.8233703429399952,3.52208585023169,4.235965901853756
mp-984714,AgAsS,Orthorhombic,Pnma,False,0.011902601319444983,-0.11225796406249818,3.0,-0.34325441117462896,-0.3394075357029712,-0.3388992061889099,-0.33838269318335845,-0.3360459220618863,-0.3199192121995167,-0.24960410678591272,-0.17673161642718593,-0.10093520550401713,-0.015688082325233665,0.07612452942224213,0.23878507551294748,0.40981407835393835,0.583362597298283,0.7594073660990821,0.9379177848217228,1.1188526240443695
mp-13740,AgAsS2,Trigonal,R-3,True,0.0010879756249995154,-0.157004482656248,4.0,-0.6329320624302368,-0.6223204613572423,-0.6145168215454966,-0.6057698284086892,-0.5940282059952823,-0.5562597781797844,-0.41221552379696674,-0.26549901588347896,-0.11558837450316044,0.04414972844434928,0.21090372214586672,0.4490075000294714,0.6960156747906728,0.9461030226355286,1.1992604596811212,1.4554661872410801,1.7146830248104454
mp-23474,AgBi3S5,Monoclinic,C2/m,True,0.0,-0.5982870760185198,9.0,-5.316558341200598,-5.268383668458467,-5.187506076300426,-5.073891076747152,-4.95248747986845,-4.7667084182206505,-4.316548343624902,-3.8614315621908872,-3.4003351629201006,-2.926317004661401,-2.4419509841064873,-1.9502523332430215,-1.4511401813311746,-0.9446083628007198,-0.4306971381221576,0.09051620292813922,0.7704802372035964
mp-1172905,AgBiS2,Trigonal,P-3m1,False,0.020163779583333152,-0.48687974916666593,4.0,-1.9164511105483892,-1.8964006718339208,-1.8665313611941936,-1.8257223247362735,-1.7816864985623042,-1.7115689361679853,-1.5352284051635399,-1.356344138014548,-1.1744460763115097,-0.9829392398837916,-0.7846258716697854,-0.5826654709967549,-0.377049157666472,-0.1677991809172532,0.04504480066726065,0.26142989548469703,0.5318101911028551
mp-3922,AgSbS2,Monoclinic,C2/c,True,0.0,-0.24963047140624894,4.0,-0.9995061076487253,-0.9876829779825049,-0.9785538022188769,-0.9683703750631301,-0.9550378904813304,-0.9154568043633255,-0.7474182054055243,-0.575519603525954,-0.40022683708663864,-0.21496358166654383,-0.022559027397919706,0.17380141562863383,0.37410589900068203,0.5783176634524416,0.7863773582201414,0.9753544423258571,1.232980818541825
mp-1229005,AgSnS2,Tetragonal,P4/mmm,False,0.0817205758333337,-0.27327579307291394,4.0,-1.0426255917091392,-1.0169368559267782,-0.9795584911066546,-0.940093590083303,-0.8974184822324363,-0.8286087802040214,-0.6534890494006906,-0.47572504869108556,-0.294843610374111,-0.10424457212646754,0.09326153166918871,0.2945069102413287,0.49949526163551283,0.7081981180302277,0.9205727115502302,1.1365599320099484,1.3560961699258254
mp-675325,Al(Ag3S2)3,Triclinic,P1,False,0.05454144593749888,-0.2598790201171859,16.0,-3.8105120454764174,-3.6889698195094898,-3.5830342118683767,-3.4755887552116196,-3.357279980702235,-3.157082982356161,-2.625105992245656,-2.0754596283710676,-1.5101378344276863,-0.8711951614124995,-0.18479420081271059,0.5200245004435118,1.2430301005020254,1.9838900412342753,2.7422332200463586,3.5176646223244177,4.309763981248892
mp-554868,Al(MoS2)4,Trigonal,R3m,True,0.025277966282050812,-0.9383790069102597,13.0,-12.11300787889316,-12.043842712351932,-11.980224366170834,-11.911432281086306,-11.83156987814204,-11.649854720495313,-11.038212370428719,-10.415675267382937,-9.78458523492297,-9.143834544896958,-8.492695279309455,-7.830672220778713,-7.157450194725665,-6.472815715455315,-5.776634679116675,-5.068831017412386,-4.349362976943649
mp-1103718,Al(VS2)4,Cubic,F-43m,True,0.006691719230768278,-1.2870359961538458,13.0,-16.543828325209805,-16.447536418423162,-16.355895856015927,-16.258351907609857,-16.14909090869131,-15.93732627669542,-15.294966991016262,-14.641012325317437,-13.977750208776227,-13.304043893185842,-12.619119857607366,-11.922449718881989,-11.213697573819996,-10.49264993672637,-9.759180995194392,-9.013218826648846,-8.254717531968804
mp-1228987,Al2(ZnS2)3,Trigonal,R3,False,0.024000783311688423,-1.08313981166396,11.0,-11.76504893068256,-11.691005958769438,-11.622392555092851,-11.546708327191634,-11.429941016782053,-11.233836867715084,-10.702383041522598,-10.155001205274203,-9.542470522979752,-8.674942615929076,-7.8000402195448135,-6.9174300882927096,-6.026932596155266,-5.128462532725049,-4.222007437627031,-3.307603160238859,-2.3853217609098856
mp-557737,Al2BiS4,Tetragonal,P4/nnc,True,0.0,-1.1749477635714374,7.0,-8.217026749726669,-8.190699247655624,-8.155191518077817,-8.106968765131146,-8.052351604659293,-7.945757260597905,-7.6111586622886165,-7.264142779755492,-6.911984124322874,-6.55425667994593,-6.190712793801348,-5.821217755955304,-5.445726228683069,-5.0642447596975355,-4.676814508788031,-4.283509639616751,-3.8338986382881384
mp-5928,Al2CdS4,Tetragonal,I-4,True,0.0,-1.146683410178572,7.0,-7.984730879680751,-7.949591997442829,-7.916770011603411,-7.870543776090523,-7.817760413458735,-7.71278325325596,-7.379570714796378,-6.973959547862551,-6.524393357420333,-6.069813904799602,-5.609927934233595,-5.144566533580882,-4.67365327220074,-4.197163604890056,-3.7151179628275113,-3.2275645989119592,-2.734572076980129
mp-36310,Al2CrS4,Orthorhombic,Imma,False,0.053348891904764884,-1.1530120885714277,7.0,-8.010563725760743,-7.971623020469714,-7.936092645789767,-7.897751377916629,-7.853103799113635,-7.756341191460181,-7.431272728273656,-7.093348570747734,-6.749727149987033,-6.399869479018594,-6.043429444118452,-5.680178020174261,-5.3099734814216895,-4.932727023964571,-4.548385492413724,-4.156930808113875,-3.7583517297506943
mp-7906,Al2HgS4,Tetragonal,I-4,True,0.0,-1.1057610517857215,7.0,-7.614040231211806,-7.557574119428388,-7.504287214247139,-7.380857706280536,-7.222398251585762,-7.012903728656175,-6.576203002989283,-6.127780437986363,-5.674832812681762,-5.216872961629189,-4.753605556200798,-4.284863757116241,-3.810569060873714,-3.3306989951311863,-2.8452719182062562,-2.354338155858862,-1.8579641990646447
mp-1103722,Al2PbS4,Orthorhombic,Cccm,True,0.0,-1.2329806771428657,7.0,-8.564418020539058,-8.522948545888752,-8.484385696610369,-8.434350504172478,-8.377617230063166,-8.26864870116154,-7.931443757572566,-7.581622535097376,-7.2264937472679085,-6.865658325233189,-6.498888308350043,-6.1260614238510485,-5.747136479733598,-5.362117950849523,-4.97104492412709,-4.573986381075832,-4.171022286268334
mp-1228522,Al2Zn2S5,Monoclinic,P2_1,False,0.012686238492062074,-1.1266595060069449,9.0,-10.023537693414646,-9.963934502331515,-9.908616524702868,-9.847823408425423,-9.75807467404212,-9.602451796338645,-9.164939484689143,-8.71305242194579,-8.216467805935284,-7.5485181495978,-6.8742285078361505,-6.193347283597225,-5.505745930336655,-4.811370606679684,-4.110224261597626,-3.4023499826592456,-2.6878170455270656
mp-4842,Al2ZnS4,Cubic,Fd-3m,True,0.0,-1.1899538366071423,7.0,-8.198211366816214,-8.141008265123299,-8.086946022102822,-8.029004326009378,-7.95423447621259,-7.827053178432838,-7.4714426898865565,-7.103010709208474,-6.710332468042155,-6.2299213709780945,-5.744204792399289,-5.253012783733778,-4.756267877910302,-4.253947602586823,-3.746070316080946,-3.2326863441525955,-2.7138621777774343
mp-1228605,Al3(MoS2)8,Tetragonal,P-4m2,False,0.09474662055555427,-0.8680906480370338,27.0,-23.27166477432022,-23.135073192872856,-23.011369381135466,-22.877578962593006,-22.721059120421685,-22.359714692514338,-21.12916255249788,-19.871359092816494,-18.594957609805647,-17.297749599895845,-15.97830455333835,-14.635665056804607,-13.269238702770082,-11.878638543469584,-10.463634528579085,-9.024116505351756,-7.560038893509741
mp-1096832,Al4ZnS7,Orthorhombic,Pmn2_1,False,0.0553536505555563,-1.1539440502517355,12.0,-13.953021123184069,-13.936937791142636,-13.925991821664034,-13.908882631615338,-13.870244598562461,-13.74024636488086,-13.206849992845704,-12.64936389550899,-12.063836569974718,-11.386475717074205,-10.699538405053616,-10.002766385250201,-9.29605580299453,-8.579393082635242,-7.852830350153852,-7.116475495261366,-6.370458715222245
mp-1228170,Al5AgS8,Cubic,F-43m,False,0.02991849059524654,-1.1113586231547714,14.0,-15.429627586564388,-15.349013938017306,-15.275014701016264,-15.195265160242734,-15.102818010305757,-14.906064106808412,-14.244743887902267,-13.553915835274058,-12.852069480459862,-12.132019164381358,-11.396255537758197,-10.647789483360455,-9.886582147265322,-9.112692227842043,-8.32624350189063,-7.527420571804119,-6.716425860379559
mp-35267,Al5CuS8,Cubic,F-43m,False,0.0,-1.1665663430357145,14.0,-16.13380922952486,-16.03625286937251,-15.945399017361531,-15.848875703159647,-15.739740803528582,-15.526396574807263,-14.84859796517475,-14.141411747762017,-13.423326417674623,-12.693423611268768,-11.946917200490208,-11.181937516727956,-10.404260081350717,-9.61394048343612,-8.811100426923119,-7.995922441343692,-7.168606876633816
mp-28759,Al7(TlS4)3,Monoclinic,P2_1,True,0.0,-1.2619650136363645,22.0,-27.674723908245845,-27.578848548092008,-27.485182275180776,-27.364147427355036,-27.222855519554784,-26.923866252002096,-25.93081130382638,-24.89435242653746,-23.84030456835504,-22.767415289628424,-21.67501359750385,-20.56277502298876,-19.430638806041763,-18.278695706342333,-16.949553336694905,-15.467881001700185,-13.96847069478325
mp-5782,AlAgS2,Tetragonal,I-42d,True,0.0,-0.9035221214062492,4.0,-3.5742987709157474,-3.552425443587504,-3.5331735200245253,-3.512738827683305,-3.489007904780311,-3.438867733608461,-3.274099142201881,-3.1023591834127364,-2.9271908578562496,-2.7420199139724506,-2.5496776147546587,-2.3533514431545406,-2.1530553204455973,-1.948830151615745,-1.7407321781371525,-1.5288308745007289,-1.3132012509258955
mp-4979,AlCuS2,Tetragonal,I-42d,True,0.0,-0.9626519264062487,4.0,-3.798718849459226,-3.7740596340047663,-3.7521099189108957,-3.729058276620378,-3.702796427502345,-3.65022275458558,-3.483132595931677,-3.3091912958370644,-3.131940818486431,-2.951074207754335,-2.7621459478601897,-2.5634629703746166,-2.3608535718626165,-2.1543555480205008,-1.9440230674593773,-1.729923531809086,-1.5121298784279826
mp-504482,AlInS3,Hexagonal,P6_1,False,0.0,-1.0019129533541673,5.0,-4.94312528939259,-4.90178560024009,-4.859548700929167,-4.814776181501534,-4.765277062009737,-4.677010565215499,-4.422020962156717,-4.160024928280876,-3.8944837064542313,-3.6250739735985302,-3.351607804257879,-3.073979279022416,-2.7921506095581208,-2.5061172189587304,-2.2159045834438897,-1.9215609390898698,-1.6231406643106894
mp-985477,AlTlS2,Monoclinic,C2/c,True,0.0,-1.1378240202083343,4.0,-4.477013738622141,-4.44597338749609,-4.41433839619065,-4.375103058245126,-4.3322491598419886,-4.262795309951878,-4.078632198245444,-3.8875132656144444,-3.693061317825161,-3.4950626775001394,-3.2934072177793556,-3.0880456490591532,-2.8789753097245026,-2.666220521874786,-2.3972946446688663,-2.0803824036729424,-1.7603719925028205
mp-608653,As2Pb2S5,Monoclinic,P2_1,True,0.004684372361114519,-0.5790793609722213,9.0,-5.141751843896229,-5.092886915113694,-5.048211848176587,-4.983354693323956,-4.910405266999659,-4.772698969470028,-4.370193977487557,-3.9623228886061845,-3.5481001033266066,-3.1269150346252648,-2.6984426829923738,-2.1274840502243855,-1.5388460719762307,-0.9440974388729586,-0.34318824192867403,0.263896471397711,0.8771361376787432
mp-19941,As2PbS4,Orthorhombic,Pnma,True,0.027496102857142546,-0.49918030392857105,7.0,-3.479061123518078,-3.450574606990791,-3.4253678308273967,-3.3891675424108545,-3.346872374893237,-3.2531068383168407,-2.947810074387916,-2.63849525927656,-2.3243413454119555,-2.004831110862334,-1.6796972106242611,-1.213774619170815,-0.7318850765613689,-0.24560169525982012,0.24513075298409426,0.7403386382699022,1.2400176554539382
mp-27594,As4(Pb3S5)3,Trigonal,R3m,True,0.0014710187499984428,-0.6562250631026784,28.0,-17.90679351519499,-17.693727486950372,-17.493591789804277,-17.20714903851526,-16.894534782429965,-16.38597427320122,-15.081479039565224,-13.759511383549075,-12.417277346511746,-11.053088928947133,-9.666007859303953,-7.985466277791965,-6.261004033698789,-4.515736399080332,-2.749590152286572,-0.9625924760276234,0.8451342114227458
mp-637982,As5Pb3S10,Monoclinic,P2_1/c,False,0.031186791145833226,-0.5075974405555547,18.0,-9.117092387805194,-9.050303871811266,-8.992435059816012,-8.902955764273488,-8.797827760373316,-8.563499016083519,-7.799752185370288,-7.025343638135514,-6.238216151646336,-5.437083256732034,-4.621284590067713,-3.4529163253245194,-2.244042455592904,-1.0236054095396696,0.20852313264665767,1.4523989868115592,2.708001236495541
mp-1228823,AsIrS,Cubic,P2_13,False,0.0,-0.698685137604168,3.0,-2.1066666503565705,-2.1039921135385002,-2.104725563523753,-2.105513015849512,-2.104532031586012,-2.089804638664009,-2.020936525995302,-1.9495638863386677,-1.8753274390885197,-1.7979987809042055,-1.7174709605231753,-1.5661781202415734,-1.4065468796951501,-1.2443733215736428,-1.0796371820415516,-0.9123317495342969,-0.7424599055439804
mp-1214793,AsOsS,Monoclinic,P2_1/c,False,0.0,-0.4430675251041644,3.0,-1.3514549787672743,-1.3518345381633696,-1.3557381645825122,-1.3598191285756158,-1.3622715741014484,-1.3511424034235655,-1.286056997633895,-1.218668132379746,-1.1486310370829975,-1.0757338912915295,-0.9998759623259916,-0.8535059025099949,-0.69905447720142,-0.5423270969648062,-0.3833097165478492,-0.22199977010810468,-0.05840635772087488
mp-10848,AsPdS,Cubic,P2_13,True,0.0,-0.4032741067708372,3.0,-1.1924521800470902,-1.1823423340152859,-1.1753906950282933,-1.1682868087056906,-1.1592496933390435,-1.136344906941505,-1.0592133770630023,-0.9795192800867119,-0.8969282097398423,-0.8112345641534753,-0.7223469385230565,-0.5627160580332662,-0.3947747609030525,-0.22431809339161823,-0.05131646378866428,0.13171675862880594,0.3197385306855276
mp-1228738,AsPtS,Cubic,P2_13,False,0.05232163791666622,-0.47107432468749266,3.0,-1.4072924118645496,-1.4001398848197433,-1.396208787082277,-1.3921751906747954,-1.3862529317361993,-1.366499276835376,-1.2925510078001188,-1.2160691917220041,-1.1367163130366413,-1.0542826241529792,-0.9686767202664641,-0.8123482901312418,-0.6477322448273268,-0.4806371042108566,-0.3110508958905953,-0.13897312688516283,0.03558295700800507
mp-1228745,AsRhS,Cubic,P2_13,False,0.0,-0.7309106001041693,3.0,-2.1897520959393306,-2.1835238408466964,-2.180484885714871,-2.1772294245543735,-2.1719122169637104,-2.152556327304171,-2.0787726266402173,-2.0022076720359614,-1.9225146200522136,-1.8394837230979215,-1.7530204670769338,-1.5955807593265927,-1.42960780237118,-1.260915298219499,-1.0895057845077813,-0.915388096129444,-0.7385889524788567
mp-1214786,AsRuS,Monoclinic,P2_1/c,False,0.0,-0.592539325937499,3.0,-1.7857892614989788,-1.7829133489542435,-1.7836858750965439,-1.784707252519599,-1.7841322408219145,-1.7699683579067813,-1.7018088555195967,-1.6312805985443406,-1.5580118692090252,-1.481767009159269,-1.4024266299661186,-1.2524155460509245,-1.094147939883034,-0.9334043476941871,-0.7701406677466203,-0.6043273870040187,-0.43594976763942306
mp-662553,B2Pb2S5,Tetragonal,P4_12_12,True,0.0,-0.766958227314815,9.0,-6.744467436837617,-6.681680608830759,-6.626159768491991,-6.552482025499659,-6.472158868060069,-6.328198184391051,-5.920346719416308,-5.507908553303665,-5.089811026389022,-4.66536892865043,-4.2341432532194485,-3.7958492372658963,-3.3503230956072745,-2.8974757482307023,-2.437281124052557,-1.9697449991424154,-1.4949097019689201
mp-8579,Ba(AgS)2,Trigonal,P-3m1,True,0.008285146999997828,-1.0633363036666659,5.0,-5.249475834056731,-5.218547018427091,-5.188705757110188,-5.155789931799291,-5.117344272760963,-5.050338004311579,-4.874697451694348,-4.685536502358625,-4.490580274384422,-4.277064650787706,-4.050904727307586,-3.8186448410507525,-3.5804114779227074,-3.3363404973544446,-3.0865667189868606,-2.8312161111862224,-2.5704099021359497
mp-14246,Ba(AlS2)2,Cubic,Pa-3,True,0.0,-1.754215888452378,7.0,-12.2365660695801,-12.199214719429296,-12.161701123841473,-12.118910966821879,-12.06778205859674,-11.963013532206737,-11.628929666944284,-11.272731673388964,-10.91000519931121,-10.540523223328565,-10.16419770291984,-9.781021409106797,-9.391040210051631,-8.994325948590822,-8.590968496748783,-8.181070001812092,-7.764729084102942
mp-30126,Ba(BS2)2,Monoclinic,Cc,True,0.0,-1.2728997647619036,7.0,-8.93737572458879,-8.925828185712898,-8.917567642214632,-8.906534553452904,-8.889212773080384,-8.820135605252442,-8.539356199033989,-8.24584028798746,-7.9469566986157245,-7.642285633457149,-7.33158565827162,-7.014721026694782,-6.691629818113373,-6.362294742338014,-6.026735194116849,-5.6849786977380745,-5.3370699791361425
mp-1228976,Ba(BiS2)2,Hexagonal,P-6,False,0.0,-1.1916274244444407,7.0,-8.287194443215615,-8.246314861419632,-8.180392482805605,-8.089679628679885,-7.990766905040074,-7.83886958733242,-7.474467834001517,-7.096807214853785,-6.713447259610208,-6.324119489667005,-5.9286778223931265,-5.527059061561543,-5.119263472390975,-4.705325586218723,-4.285302109292114,-3.8592620231206793,-3.3262457524521696
mp-38417,Ba(CeS2)2,Tetragonal,I-42d,False,0.048632280000001415,-2.278088172857141,7.0,-15.717082371941446,-15.631101944493075,-15.543752866466999,-15.449985080561515,-15.346784072807374,-15.188942254993268,-14.816603982071019,-14.419740843435587,-14.007726122241127,-13.587929832913868,-13.160338555931007,-12.72501761245164,-12.282068837886754,-11.831613823738433,-11.373794263557736,-10.908745470408313,-10.436605448972625
mp-1229162,Ba(Cr5S8)2,Triclinic,P-1,False,0.0,-1.1319853185185151,27.0,-30.796020557874286,-30.757406333472723,-30.728118703468922,-30.685891173402027,-30.618097509336778,-30.34276588439948,-29.21928163363591,-28.068502533125002,-26.894615900034513,-25.694834902557357,-24.46711546406915,-23.209874167199224,-21.921859434603952,-20.60203862229588,-19.249527692284524,-17.86357079560087,-16.443433125662388
mp-5970,Ba(CuS)2,Orthorhombic,Pnma,True,0.0,-1.1261967659999939,5.0,-5.538049827997423,-5.501166727412119,-5.465547374330207,-5.427015140417484,-5.383125120245849,-5.310869339603411,-5.130203143788302,-4.936257003138415,-4.736753962872698,-4.531464496876155,-4.311750143340099,-4.07439413660913,-3.8311517131717414,-3.582152513875722,-3.3275272126398496,-3.06739763210825,-2.801880854742201
mp-1193410,Ba(DyS2)2,Orthorhombic,Pnma,True,0.0,-2.420003788333329,7.0,-16.69184799620052,-16.601131506519923,-16.509709681802903,-16.412816446713858,-16.307630063362723,-16.14906109661898,-15.77735339876565,-15.391499650559025,-14.99876710830973,-14.598580509976138,-14.190495280933623,-13.77414351437838,-13.349220764952367,-12.91097118206822,-12.450204438755678,-11.980798916949205,-11.50296931719071
