,Limiting_reaction,Name,delta_H,dGr_lim
35,II step,SnS/Sn2S3,-0.0017146935312495892,0.23171761134448865
492,II step,Li(NiS)2/Li(NiS2)2,0.08501985761904696,0.23473142954517812
369,I step,As4S3/As8S9,-0.025997498476889702,0.23558915823424398
235,II step,Cu2S/CuS,-0.0781887914409746,0.24356566734027948
2,I step,Er5S7/ErS2,0.4123718446267357,0.2504672472887943
33,II step,NbS2/NbS3,0.19916254812499878,0.25220031267416454
342,I step,K2S/KS3,0.6298758278906254,0.25428215300665447
509,II step,Cu3SbS3/Cu3SbS4,-0.03489722345638441,0.2576462568955469
332,I step,Eu2S3/EuS2,0.2763370012916653,0.2589406654202886
521,II step,Cu3AsS3/Cu3AsS4,-0.038352313512946906,0.26072472085274256
368,I step,As4S3/As4S5,-0.0239538112301583,0.2627255249206767
230,II step,BaS/BaS3,0.8955131368750002,0.26321199552148755
359,II step,Co9S8/Co2S3,-0.0408017103051469,0.2707111976470511
149,II step,Tl2S/Tl2S5,0.012424203541667844,0.2716527572827596
294,II step,TaS2/TaS3,0.20749947831944016,0.27470505258921873
62,I step,Cs2S3/Cs2S5,0.2271845928928551,0.2768165443320423
389,II step,Cr2S3/Cr5S8,0.014672270038459612,0.27728919856832235
184,I step,Ce2S3/CeS2,0.36007102697916604,0.27972714374483054
67,I step,CsS/CsS3,0.4552562080468743,0.2822807333239107
220,II step,Sm2S3/SmS2,0.29572840700000125,0.28249022239666743
519,I step,Cu12As4S13/Cu3AsS4,0.0037506896928869993,0.2840056179177308
390,I step,Cr2S3/CrS2,0.1242532901666652,0.2843379695721513
486,II step,LiTiS2/Li2Ti2S5,0.16266917504629586,0.28636003781514674
152,II step,Tl4S3/Tl2S5,-0.0038748669047612982,0.28919517464251143
367,I step,As4S3/As2S3,-0.025917417410712795,0.2899769805357283
407,I step,Pr2S3/PrS2,0.35463355159027765,0.29053886206382096
160,II step,Mo3S4/Mo2S3,-0.010649496651784163,0.295647007059582
54,II step,Ni9S8/NiS2,0.019642511274508556,0.29722116215205563
393,II step,Cr3S4/CrS2,0.07647329309523843,0.29932035988761774
319,II step,Dy3S4/DyS2,0.3785456483035725,0.300086194212847
506,II step,K4Nb2S11/K2NbS7,0.10612072127794026,0.3003482546927714
329,II step,Fe4S5/FeS2,-0.12066703861111117,0.30152930615998397
158,II step,TlS/Tl2S5,-0.024156762031245782,0.302974545096227
454,II step,TlBS2/TlBS3,0.039189336124998086,0.30431944305599856
471,II step,Li2BiS2/Li4Bi2S7,0.10308986257692287,0.30485581713962295
238,I step,Cu3S2/CuS2,-0.02762172575000202,0.3061325074499658
453,II step,TlBS2/Tl3B3S10,0.040390959843747964,0.30637394923354133
518,II step,K2Sn2S5/KSnS4,0.1285549672083346,0.3082625153693628
57,II step,NiS/NiS2,0.01929848458333261,0.30921244753713384
455,II step,TlBS3/Tl3B3S10,0.001201623718749878,0.31253746776616964
456,II step,NaNbS2/NaNbS6,0.4461991695474161,0.31278676560425
249,I step,Nd2S3/NdS2,0.36071073264583253,0.3160735452121628
461,II step,Tl3SbS3/Tl3SbS4,0.0051105834821398854,0.3169980468943745
358,I step,Co3S4/CoS2,0.05746723116071489,0.32707148184694135
516,II step,CuBiS2/Cu4Bi4S9,-0.004871046323530748,0.3306056532705952
63,I step,Cs2S3/CsS3,0.3160263758281243,0.33185500182496863
479,II step,ZrTiS4/ZrTiS6,0.25614897993055563,0.3348058297382046
327,II step,Ir2S3/IrS2,-0.014598639437496397,0.3350454781994907
70,I step,MnS/MnS2,0.3410151361117103,0.3401365877155005
269,I step,Na2S/NaS,0.2651342320312504,0.34157590849333097
132,I step,V5S8/V3S5,0.02930041718750065,0.3420277005519665
347,I step,KS/K2S5,0.3991076368675591,0.34368192114697327
245,I step,Cu9S5/CuS2,-0.002440787686013607,0.3438898430675351
375,I step,As8S9/As4S5,0.0020436872467314016,0.3441346249799748
374,I step,As8S9/As2S3,8.008106617690691e-05,0.3443648028372126
372,I step,As4S5/As2S3,-0.0019636061805544947,0.3444798917658314
496,I step,Na3SbS3/Na3SbS4,0.10984108479910604,0.34840554130628476
177,II step,InS/In6S7,-0.002312515685097938,0.3493830287200259
86,II step,Ti7S12/TiS3,0.33068304200657717,0.34955412017473186
377,I step,AsS/As2S3,0.003166749218750986,0.34985681494280085
47,II step,Ni3S2/NiS2,-0.019819190666666597,0.35139258020124226
18,II step,Nb3S5/NbS3,0.27077000916666716,0.35140897707692087
227,II step,Ba2S3/BaS3,0.4855386951250007,0.3516157620635072
336,I step,EuS/Eu3S4,0.3216695669419667,0.3518133133737109
348,I step,KS/KS3,0.48130897690104124,0.35260620010104116
338,I step,MgS/MgS2,0.5077027954166664,0.354531943536081
378,I step,AsS/As4S5,0.005130355399305481,0.3552337381197703
497,II step,NaBS2/Na2B2S5,0.0482762541818329,0.3553121339647509
140,II step,VS2/VS4,0.2500518281666676,0.35572237479827495
341,II step,K2S/KS,0.1485668509895841,0.36555335013455537
379,I step,AsS/As8S9,0.003086668152574079,0.36633285125956583
236,I step,Cu2S/CuS2,0.019465743923607504,0.3678251331567119
229,II step,BaS/BaS2,0.576852147916666,0.36838700687265824
398,I step,Cr5S8/CrS2,0.10958102012820559,0.3719671741319459
112,I step,PdS/PdS2,0.11937090244791493,0.37258499327192685
244,II step,Cu9S5/CuS,-0.10009532305059571,0.37331122649861853
123,II step,V3S4/VS4,0.40622478364285086,0.37869201760622184
345,I step,K2S5/KS3,0.08220134003348212,0.37937903696324504
270,I step,Na2S/NaS2,0.5637136761458342,0.38737348339295785
344,I step,K2S3/KS3,0.32680750164062533,0.3945162016653745
84,II step,Ti5S8/TiS3,0.35444042809295007,0.39554614983644276
470,II step,Li2BiS2/Li2BiS3,0.05063469463888903,0.39939909994863765
343,I step,K2S3/K2S5,0.2446061616071432,0.4020847840164392
241,I step,Cu7S4/CuS2,0.051354034678028904,0.4048575416321013
459,I step,Sr2SnS4/Sr2SnS5,0.1773259440011139,0.4091600075306978
268,I step,Na2S/Na2S5,0.6620923457142862,0.40980479230684175
272,I step,NaS/NaS2,0.2985794441145838,0.4102722708427713
21,II step,Nb5S8/NbS3,0.2541887745352569,0.4112642573065717
134,II step,V5S8/VS4,0.2965238765000008,0.4127827188354254
181,II step,Rb2S3/Rb2S5,0.13144177771428345,0.4171577676543743
162,II step,HgS/HgS4,0.1902459445000032,0.4240083616166242
384,II step,Rh3S4/Rh2S3,-0.0053321189851206485,0.4252552910981633
503,I step,CsSbS2/CsSbS6,0.41243547492187815,0.4259684414180528
440,II step,LiSbS/LiSbS2,0.032788313819443804,0.4260063191369543
125,II step,V3S5/VS4,0.26722345931250013,0.4264839427381564
58,II step,Cs2S/Cs2S3,0.22546214175,0.429870355355217
469,I step,K2PtS2/K2PtS15,0.7744102861423617,0.43024827098776347
485,I step,KAuS/KAuS5,0.4710270463095258,0.4317459757561043
421,I step,SbS/Sb2S5,0.03155134252232471,0.4321028635978708
271,I step,NaS/Na2S5,0.3969581136830358,0.432547753578012
350,I step,Gd2S3/GdS2,0.3729125621458307,0.43268842763068704
315,II step,ZrS2/ZrS3,0.2736553239583339,0.4388265966154812
183,II step,RbS/Rb2S5,0.2043810740476163,0.4408152429380431
64,I step,Cs2S5/CsS3,0.08884178293526923,0.44193191681082133
219,I step,HfS2/HfS3,0.43327083726562776,0.44645142727793896
443,I step,Li2Cu2S3/LiCuS2,0.08591677559709898,0.4471592785414842
363,II step,CoS/Co2S3,-0.10405427728125077,0.44740289023676727
122,II step,V3S4/VS2,0.15617295547618326,0.44760094603006273
328,I step,IrS2/Ir3S8,0.08101002767044818,0.4543865236709803
371,I step,As4S3/AsS2,0.0273573333184529,0.45447005145727426
502,II step,Cs3SbS3/Cs3SbS4,0.057919795200891855,0.45529221552815713
426,II step,In4SnS4/In4SnS8,-0.02474617373931376,0.45549448869629383
81,II step,Ti2S3/TiS3,0.36465723587499954,0.45565270643594236
488,I step,Ag3AsS3/Ag3AsS4,0.019097932165177217,0.4570471460936072
448,II step,Tl3AsS3/Tl3AsS4,-0.013582023437496482,0.4580545764423407
194,II step,SiS/SiS2,-0.27413300338541546,0.45813681481860713
50,II step,Ni9S10/NiS2,-0.04316149508771894,0.46153581897444196
483,II step,BaSnS2/BaSnS3,0.14873948925000247,0.46248383049431574
487,I step,CsGaS2/CsGaS3,0.24372388121874877,0.467639030742653
504,II step,Tl2Cu2S3/TlCuS2,-0.0393613627380941,0.46766714819811295
155,II step,Tl6S/Tl2S5,-0.37526262380951636,0.46917393186718565
429,II step,BaFe2S3/Ba(FeS2)2,0.07582229148809527,0.4758788847890498
273,I step,NaS2/Na2S5,0.09837866956845198,0.47709871904849344
46,II step,Ni3S2/NiS,-0.039117675249999206,0.4779329781935677
505,I step,CsCuS4/CsCuS6,0.13324995851562582,0.48328867930567765
293,II step,Ta7S12/TaS3,0.20646917857675273,0.48621674493255407
431,II step,Li3SbS3/Li3SbS4,0.0718818662499996,0.48742741893084496
182,II step,RbS/Rb2S3,0.07293929633333285,0.48813019350538056
484,II step,Ba2HgS3/Ba2HgS5,0.2523939154166659,0.48857890071975607
255,II step,Nd4S7/NdS2,0.10832554165719532,0.4956436186940927
511,II step,Nb2PdS5/Nb2PdS6,0.05311973434027828,0.4981799520486039
37,I step,Tb2S3/TbS2,0.39384847664583456,0.5017491269602914
501,I step,Cs2Sb4S7/Cs(SbS2)2,0.04338589614354382,0.5070369279879081
517,II step,K3AsS3/K3AsS4,0.044421481102679294,0.514371212778201
168,II step,In5S4/In5S8,-0.09269917780982773,0.5167526866487226
197,I step,SrS2/SrS3,0.4131974726822911,0.518204127713842
458,II step,SnPbS2/SnPbS3,-0.009558402499999619,0.5231621659873884
380,I step,AsS/AsS2,0.05644149994791668,0.5255332363911971
428,I step,Cu2GeS3/Cu2GeS4,0.09260150648809434,0.5259589545813554
321,I step,Dy5S7/DyS2,0.47086135726562617,0.5343144253483061
16,II step,Nb3S4/NbS3,0.23757369979166865,0.5410146941606211
445,I step,LiCuS/LiCuS2,0.2187968043619799,0.5472894244424431
376,I step,As8S9/AsS2,0.0533548317953426,0.5482761485528587
51,II step,Ni9S8/Ni3S4,-0.04744393420168047,0.5535507952174807
482,II step,BaSn2S3/BaSn2S5,0.11451728770832936,0.5538231508223102
196,I step,SrS/SrS3,1.2450825930468756,0.5546905189100646
69,I step,MnS/Mn2S3,0.2373161236670267,0.5552035323041666
360,II step,Co9S8/Co3S4,-0.07297529465336222,0.5569933962589491
246,I step,CuS/CuS2,0.0976545353645821,0.5570108615585344
52,I step,Ni9S8/Ni9S10,0.0628040063622275,0.5578494688035232
179,II step,Rb2S/Rb2S5,0.20582714404761948,0.5583939015943605
385,I step,Rh3S4/RhS2,0.14151759532737956,0.5633657762767974
337,I step,EuS/EuS2,0.8390286495312509,0.5681425871604846
402,I step,Ho5S7/HoS2,0.47649025309895876,0.5710652241727434
207,II step,La5S8/LaS2,0.18645400141827073,0.5724428302695763
43,II step,Ni3S2/Ni3S4,-0.08690563614285562,0.5764504202940456
373,I step,As4S5/AsS2,0.0513111445486112,0.5822997358150059
107,II step,Pd3S/PdS,-0.19520332945312374,0.5831328450834434
473,I step,Li3BiS3/Li3BiS4,0.1668999245535714,0.5897674930009424
195,I step,SrS/SrS2,0.8318851203645845,0.5911769101062871
233,II step,Cu2S/Cu7S4,-0.0318882907544214,0.5925871209798083
285,II step,Ta5S8/TaS3,0.1809858133108997,0.5943348759838747
442,II step,Ba4Ga2S7/Ba2GaS4,0.07321609903845117,0.5962545054364092
331,II step,FeS/FeS2,-0.08987562958333317,0.5987399406904137
424,II step,Tl2Sn2S3/Tl2Sn2S5,-0.04996509740741073,0.602143290694114
397,II step,Cr5S6/CrS2,-0.0004993128787885714,0.602911833494042
139,II step,VS/VS4,0.19473229650000012,0.6049162014615913
110,II step,Pd4S/PdS,-0.25014502409374983,0.6169671291792944
131,II step,V5S4/VS4,0.18621876316666752,0.6180745780782637
462,II step,Rb3SbS3/Rb3SbS4,0.04250113245535703,0.6213751590883607
45,II step,Ni3S2/Ni9S8,-0.039461701941175154,0.6222496704471756
419,I step,Sb2S3/Sb2S5,0.16202645080357136,0.6242666008186841
357,I step,Co3S4/Co2S3,0.03217358434821532,0.6412478560419341
409,II step,Pr3S4/Pr5S9,0.2405689118601213,0.6439283121337116
352,II step,Gd3S4/GdS2,0.3002169084226147,0.6466255999203643
444,I step,LiCuS/Li2Cu2S3,0.13288002876488092,0.647419570343402
382,II step,GaS/Ga2S3,-0.03319940803125121,0.6475176210343401
17,II step,Nb3S5/NbS2,0.07160746104166837,0.6490349702851894
252,II step,Nd3S4/Nd5S9,0.2378245075000036,0.6642258885871843
55,II step,NiS/Ni3S4,-0.04778796089285642,0.6749678623945234
498,II step,Co3(Ni3S4)2/Co(NiS2)2,-0.07096629760503192,0.6758456763283345
334,I step,Eu3S4/EuS2,0.5173590825892842,0.6763072240538719
480,II step,Ba8Sn4S15/Ba2SnS4,0.02822233605820257,0.6799768879519803
446,I step,Li3CuS2/Li3CuS3,0.2105728510044671,0.6820899813057988
190,I step,CdS/CdS2,0.3097965061979166,0.6892514952489663
133,II step,V5S8/VS2,0.04647204833333318,0.6980844390211773
510,I step,MnZnS2/MnZnS4,0.37184826681701433,0.6981989098715784
178,II step,Rb2S/Rb2S3,0.07438536633333603,0.6996300355343468
99,II step,Ti9S10/TiS3,0.33486697928728093,0.6996397880259431
366,I step,As2S3/AsS2,0.053274750729165696,0.7012096578395933
105,II step,TiS/TiS3,0.3778611739583333,0.7015652787376736
237,II step,Cu3S2/CuS,-0.12527626111458412,0.7015925485584915
253,II step,Nd3S4/NdS2,0.30010643877976184,0.7105604783537842
410,II step,Pr3S4/PrS2,0.29747725191468444,0.7160438924069128
202,II step,La3S4/La4S7,0.231180259500813,0.7250741779666061
432,I step,Li3SbS3/Li6Sb2S7,0.09133186166666696,0.726139385368791
174,II step,InS/In2S3,-0.06009892278124873,0.7269038385609017
167,II step,In5S4/In3S4,-0.12535794301587266,0.7332041615692544
103,II step,TiS/Ti9S10,0.042994194671052366,0.7342986208370874
226,II step,Ba2S3/BaS2,0.16687770616666642,0.7387733178498888
0,I step,Er2S3/ErS2,0.4208975497013874,0.7438767841000207
186,II step,Ce3S4/CeS2,0.3037904546130963,0.7513190111033392
157,II step,Tl6S/TlS,-0.3511058617782706,0.7683328280549111
204,II step,La3S4/LaS2,0.3176377577678595,0.7764454378483316
60,II step,Cs2S/CsS,0.08623230953125005,0.7843469345299914
418,II step,B2S3/BS2,0.005890287129445504,0.7861421099493002
242,I step,Cu9S5/Cu3S2,0.02518093806398841,0.7969778704783672
20,II step,Nb5S8/NbS2,0.05502622641025812,0.8089241188875889
26,II step,Nb7S8/NbS3,0.07827229279166747,0.8111889651701771
119,II step,V3S/VS4,-0.279129424437499,0.814109754066577
383,I step,Rh2S3/RhS2,0.1468497143125002,0.8143590859290546
129,II step,V5S4/VS,-0.008513533333332601,0.8154502273283484
262,II step,Nd5S9/NdS2,0.06228193127975823,0.818674521142519
463,II step,TlGeS2/Tl2Ge2S5,-0.04099383539351498,0.8275706206965263
465,II step,TlIn5S6/TlIn5S7,-0.033189035245735354,0.8276304730749668
508,II step,Cu3SbS3/Cu12Sb4S13,-0.033638010250563455,0.8338240912548933
218,II step,HfS/HfS3,0.31778135929688056,0.8380939373079106
251,II step,Nd3S4/Nd4S7,0.19178089712256652,0.8395105941495977
148,II step,Li2S/LiS4,0.9125496142152776,0.8459180298383278
124,II step,V3S5/VS2,0.017171631145832533,0.8510533503774447
466,II step,TlIn5S6/TlIn5S8,-0.05338294974207236,0.8513112813171668
213,II step,GeS/GeS2,-0.16201516354166612,0.8541858912514348
232,I step,Cu2S/Cu3S2,0.04708746967360952,0.8613661388106806
205,II step,La4S7/LaS2,0.08645749826704652,0.8620642043178677
85,II step,Ti7S12/TiS2,0.06483122985379941,0.8683658778183236
300,II step,Zr3S4/Zr5S8,0.09850964559066067,0.8723263652228272
481,II step,Ba3SnS4/Ba3SnS5,0.0799999407638885,0.8744590651575237
467,II step,TlIn5S7/TlIn5S8,-0.020193914496337007,0.8749920895593668
335,I step,EuS/Eu2S3,0.5626916482395856,0.8773445089006806
83,II step,Ti5S8/TiS2,0.08858861594017231,0.8811060508790032
411,II step,Pr5S9/PrS2,0.056908340054563133,0.8843135797110477
109,II step,Pd4S/Pd3S,-0.05494169464062609,0.887641401946103
32,II step,NbS/NbS3,0.0032683985416674943,0.9043089775018569
361,I step,Co9S8/CoS,0.06325256697610387,0.9053493812788203
180,II step,Rb2S/RbS,0.0014460700000031856,0.911129877563313
82,II step,Ti5S8/Ti7S12,0.0237573860863729,0.9129564835306994
247,I step,Nd2S3/Nd4S7,0.2523851909886372,0.9146929359460323
171,II step,In6S7/In2S3,-0.057786407096150794,0.9156642434813396
364,II step,CoS/Co3S4,-0.1362278616294661,0.9174583346808225
248,I step,Nd2S3/Nd5S9,0.2984288013660743,0.9297521890812703
417,II step,B12S/BS2,-0.7097375344818377,0.9299840240750984
406,I step,Pr2S3/Pr5S9,0.2977252115357145,0.9319378219478125
302,II step,Zr3S4/ZrS3,0.28621883044643015,0.9337529666959843
304,II step,Zr5S8/ZrS3,0.18770918485576948,0.9454532717384909
325,II step,DyS/DyS2,0.33951953953124914,0.9501440947192483
405,II step,HoS/HoS2,0.3281485911979174,0.9578182298613434
80,II step,Ti2S3/TiS2,0.09880542372222179,0.964313740468989
15,II step,Nb3S4/NbS2,0.03841115166666986,0.9742362663903066
477,II step,TiCrS2/TiCrS4,-0.0036100126388891596,0.9752938537443208
392,II step,Cr3S4/Cr5S8,-0.03310772703296716,0.9769074781642209
166,II step,In5S4/In2S3,-0.2154240723819435,0.9777889207918871
416,II step,B12S/B2S3,-0.7156278216112832,0.9807517584724391
234,I step,Cu2S/Cu9S5,0.02190653160962111,0.9901426754753073
316,I step,Dy2S3/DyS2,0.4712536283125006,0.9909936504908252
254,I step,Nd4S7/Nd5S9,0.046043610377437094,1.0050484547574428
156,II step,Tl6S/Tl4S3,-0.37138775690475506,1.0091102035412083
222,II step,Sm3S4/SmS2,0.22666294571428436,1.019304103814843
169,II step,In5S4/In6S7,-0.1576376652857927,1.034265900165112
494,II step,Rb2(ReS2)3/Rb4Re6S13,0.002402180088934447,1.0378058741999538
468,II step,CsReS2/Cs2Re2S5,-0.01780479804198598,1.0550473395589552
130,II step,V5S4/VS2,-0.06383306500000008,1.0553282502115784
282,II step,Ta3S2/TaS3,-0.22059434672500378,1.079174266885342
203,II step,La3S4/La5S8,0.1311837563495888,1.0824493492164606
198,I step,La2S3/La4S7,0.2797674187954544,1.085634592857737
79,II step,Ti2S3/Ti7S12,0.033974193868422375,1.0922442240032062
478,II step,TaCuS2/TaCuS3,-0.053431951133330324,1.0993298247980388
138,II step,VS/VS2,-0.055319531666667476,1.1033038547882241
77,II step,Ti2S/TiS3,-0.08684406673611189,1.1152158702019959
56,I step,NiS/Ni9S10,0.062459979671051546,1.1208893680194159
400,I step,Ho2S3/HoS2,0.4838187608125004,1.1253709141630992
515,II step,K(FeS)2/KFe2S3,-0.05334641350832969,1.1296670915897344
127,II step,V5S4/V3S5,-0.08100469614583261,1.133895519378553
12,II step,Nb14S5/NbS3,-0.48996317441886106,1.1392223290046781
355,II step,GdS/GdS2,0.2718711378645797,1.1484167770456106
278,II step,Ta2S/TaS3,-0.4069293581250043,1.1680934976482047
5,II step,ErS/ErS2,0.2498906625868027,1.1770581412577492
42,II step,TbS/TbS2,0.2747140378645838,1.1779673557619388
267,II step,NdS/NdS2,0.28129213161458333,1.184486324698799
436,II step,Li9Sb3S/Li6Sb2S7,-0.3196922912179482,1.1945246920599961
415,II step,PrS/PrS2,0.2728862964756922,1.1967674345806167
104,II step,TiS/TiS2,0.11200936180555554,1.2018083680559282
14,II step,Nb3S4/Nb5S8,-0.016615074743588254,1.2222044876443832
94,II step,Ti8S3/TiS3,-0.32247310335227186,1.2249326209731017
520,II step,Cu3AsS3/Cu12As4S13,-0.042103003205833905,1.2255902928061282
292,II step,Ta7S12/TaS2,-0.0010302997426874239,1.2265076681342268
136,II step,VS/V3S5,-0.07249116281250001,1.2294291069936136
435,II step,Li9Sb3S/Li3SbS4,-0.33914228663461554,1.2335745644400529
128,II step,V5S4/V5S8,-0.11030511333333326,1.2339501558067787
314,II step,ZrS/ZrS3,0.11006736687500052,1.2339712913338057
457,II step,Mg(Mn2S3)2/Mg(MnS2)4,-0.07946425994092099,1.2396221844466075
216,II step,Hf2S/HfS3,-0.20200445533853784,1.2549420706767735
98,II step,Ti9S10/TiS2,0.06901516713450317,1.2602470864582833
425,II step,Tl4SnS3/Tl4SnS4,-0.10614376495370248,1.2677012426951322
291,II step,Ta6S/TaS3,-0.8442876056964326,1.2690223959054276
414,II step,PrS/Pr5S9,0.21597795642112905,1.2748808982980089
266,II step,NdS/Nd5S9,0.2190102003348251,1.27593927558787
437,II step,Li8Sb2S/Li4SbS4,-0.29238926357744055,1.2921877527652699
212,II step,LaS/LaS2,0.2884275732812527,1.2959753607239044
78,II step,Ti2S3/Ti5S8,0.010216807782049475,1.297144498828935
13,II step,Nb3S4/Nb3S5,-0.03319630937499851,1.2994375624954237
430,II step,Li6Sb3S/Li2SbS2,-0.2926477353333329,1.3031132799272382
449,I step,Sb2Pb2S5/Sb4Pb4S11,0.07886751593567298,1.3260541200909994
102,II step,TiS/Ti7S12,0.04717813195175613,1.3351853641509699
396,II step,Cr5S6/Cr5S8,-0.11008033300699416,1.358228052618201
118,II step,V3S/VS2,-0.5291812526041666,1.3641746091885396
137,II step,VS/V5S8,-0.10179158000000066,1.3734501319662549
161,II step,Mo3S4/MoS2,-0.20274034050594913,1.377819519979584
284,II step,Ta5S8/TaS2,-0.026513665008540466,1.393409434470514
225,II step,SmS/SmS2,0.20294549375000104,1.3956567724331235
391,II step,Cr3S4/Cr2S3,-0.04777999707142677,1.3966784459217578
265,II step,NdS/Nd4S7,0.172966589957388,1.4141005600337007
189,II step,CeS/CeS2,0.19248658119791884,1.4154675239812846
101,II step,TiS/Ti5S8,0.02342074586538323,1.4156099128405444
500,II step,NbMoS3/NbMoS4,-0.07680329983333145,1.4364347060071605
100,II step,TiS/Ti2S3,0.013203938083333755,1.4393029956428673
210,II step,LaS/La4S7,0.20197007501420616,1.4406124128592497
97,II step,Ti9S10/Ti7S12,0.0041839372807037645,1.445875027393
25,II step,Nb7S8/NbS2,-0.12089025533333131,1.463342393082193
49,II step,Ni9S10/Ni3S4,-0.11024794056390796,1.4671390555724515
433,II step,Li6Sb2S7/Li3SbS4,-0.019449995416667365,1.4808904228470787
330,II step,FeS/Fe4S5,0.030791409027777994,1.4903718442817029
114,II step,V3S/V3S5,-0.5463528837499991,1.4924549238913136
438,II step,Li5SbS/Li5SbS4,-0.2354160522142852,1.4958840950510488
434,II step,Li9Sb3S/Li3SbS3,-0.41102415288461513,1.513379744006006
299,II step,Zr2S/ZrS3,-0.31004893354166896,1.5145663648955812
31,II step,NbS/NbS2,-0.1958941495833313,1.5564176423295493
96,II step,Ti9S10/Ti5S8,-0.019573448805669136,1.5704533882958769
116,II step,V3S/V5S8,-0.5756533009374998,1.5745188734519173
170,II step,In5S4/InS,-0.15532514960069477,1.6050016263693503
19,II step,Nb5S8/Nb3S5,-0.016581234631410258,1.6083698618995896
95,II step,Ti9S10/Ti2S3,-0.02979025658771861,1.640732817015949
154,II step,Tl6S/Tl2S,-0.3876868273511842,1.6543009793737418
301,II step,Zr3S4/ZrS2,0.012563506488096232,1.6761425218167396
11,II step,Nb14S5/NbS2,-0.6891257225438598,1.6791487737275996
475,II step,Ta2NiS4/Ta2NiS5,-0.07703832746130979,1.6813284628003933
281,II step,Ta3S2/TaS2,-0.42809382504444393,1.6825261776074343
310,II step,Zr9S2/ZrS3,-0.8732586277840891,1.699654538032929
490,II step,Ti3VS4/Ti3VS6,-0.07487410075000045,1.717715103106336
