,Limiting_reaction,Name,delta_H,dGr_lim
7253,I step,Cu2Au2S7/CuAuS6,0.03666535100000001,0.25239361299999996
10052,II step,Cs2Ge2S5/CsGeS4,0.18933296199999994,0.2525032629999999
7851,I step,CoAsS2/CoAsS3,0.05074989799999996,0.25262835699999986
5996,II step,AlSbS2/AlSbS6,0.340149641,0.25268530899999997
1570,II step,MgAsS2/MgAsS4,0.23554885400000003,0.2527299639999998
7830,I step,CsAuS2/Cs2Au2S7,0.168872476,0.2529090663333333
8021,I step,Co(TeS2)2/CoTe2S5,-0.02516955200000004,0.2529171029999997
1028,II step,GeWS4/GeWS6,0.11864453600000002,0.25320224950000014
9532,I step,GeAu3S4/GeAu3S8,0.068635583,0.25324394399999994
7000,II step,Co3Cu3S8/CoCuS3,0.050034344000000064,0.25334253299999965
9656,I step,Sb2Au6S7/Sb(AuS2)3,0.0035446590000000056,0.2533623812
2321,II step,CuNi3S4/CuNi3S8,0.08526665,0.2533774845000001
3316,I step,Ga(AuS2)2/GaAu2S5,0.03986340799999999,0.2534442160000001
4654,I step,Tl2CrS4/Tl2CrS5,0.047184526999999976,0.25363863900000005
4962,I step,TaIr2S5/Ta(IrS3)2,0.08264672699999998,0.2536602410000004
6125,I step,PdRuS4/PdRuS6,0.13324838900000002,0.2536945580000003
5214,II step,Zr(Au2S3)2/Zr(AuS2)4,0.07202994800000007,0.25390353850000036
10160,I step,ReGeS4/ReGeS6,0.12464398100000007,0.25392742749999986
1247,I step,IrPbS2/IrPbS6,0.2516237499999999,0.25397322375
5097,II step,Te3RuS4/Te3RuS8,0.02451825099999999,0.253996569
6910,I step,Zn3AsS4/Zn3AsS8,0.15105032900000004,0.25401335999999985
10238,II step,Ga3GeS4/Ga3GeS8,0.18806833099999998,0.254177267
5596,I step,Ta(AgS)3/Ta(AgS2)3,0.12019181300000004,0.2542579073333333
173,I step,BeGeS2/BeGeS4,0.179423451,0.2543455375000001
9218,I step,Ta(CuS2)2/TaCu2S5,0.06521284599999999,0.25447933600000017
3672,I step,FeHgS2/FeHgS4,0.05026674200000003,0.2545403815
8552,I step,Ba3IrS5/Ba3IrS8,0.36899197100000003,0.25467139466666655
5055,I step,VHgS3/VHgS4,0.07581376999999989,0.25467994800000016
4925,II step,Ca2In2S5/Ca4In4S11,0.061200857,0.2547565200000008
6357,II step,FeSb2S5/Fe(SbS3)2,0.045776664999999994,0.25496622400000035
5898,I step,CdGaS2/CdGaS4,0.18833714699999993,0.2550069804999999
4390,I step,MgMnS2/MgMnS4,0.24705600700000008,0.25505464850000026
815,II step,CrHg3S4/CrHg3S8,0.04727619900000002,0.25541170950000003
497,II step,RbAgS3/RbAgS4,-0.005527318000000059,0.2556044219999998
7485,II step,CrNiS2/CrNiS6,0.258189201,0.25566804025
564,I step,HgOsS4/HgOsS6,0.04941505099999999,0.25570979149999995
1480,I step,AlAg3S4/Al(AgS2)3,0.08700966899999996,0.2557747515000002
8011,I step,RbCrS3/RbCrS6,0.27623897799999997,0.255830247
1641,I step,La4Sb4S11/LaSbS4,0.22924729999999993,0.25591245920000016
3211,I step,GePdS2/GePdS4,0.194477558,0.25596363750000006
6966,I step,RhW2S5/Rh(WS3)2,0.08351588200000004,0.25596492699999907
5992,II step,La4Bi4S11/LaBiS4,0.23654700000000006,0.2561197287999999
5054,II step,VHgS2/VHgS6,0.325901389,0.25615079899999993
6798,I step,CdGeS2/CdGeS4,0.16426801699999993,0.256281046
2590,I step,TaPbS3/TaPbS4,0.13563907199999992,0.2564931779999995
2233,II step,K2Rh2S5/KRhS3,0.06300699700000012,0.25676599200000005
3298,II step,GaAu3S2/Ga2Au6S7,0.019267798000000003,0.25692483166666635
3430,I step,Pd2RhS4/Pd2RhS5,0.07204294200000005,0.2569725260000002
5094,I step,TeRuS3/TeRuS6,0.10760951100000005,0.2569754413333334
4422,I step,OsPbS3/OsPbS6,0.14191103,0.256999655
5436,I step,TeOsS3/TeOsS6,0.08530283000000005,0.25706144266666675
7986,II step,KAsS2/KAsS3,0.12661409299999993,0.25708171
8731,II step,ReSnS4/ReSnS6,0.11487543600000005,0.25727586349999987
7992,II step,InBiS2/InBiS6,0.23036271399999997,0.2573435552500001
3523,II step,Ni(OsS2)2/Ni(OsS3)2,0.07903349400000004,0.25737020200000016
1628,I step,Li2Cu2S5/LiCuS3,-0.0004943009999999193,0.2573784109999995
7958,II step,BeTe3S4/BeTe3S8,0.015632689000000033,0.25757816724999993
5042,I step,Tc(TeS2)2/Tc(TeS3)2,0.07043916000000006,0.2576210609999998
9087,I step,Ba2TiS4/Ba2TiS5,0.21900415400000006,0.2576532080000007
9879,I step,Ba(AgS)4/Ba(Ag2S3)2,0.06624162199999994,0.25802426600000006
5304,II step,Sc(AuS)3/Sc(AuS2)3,0.17506283600000005,0.2581079350000002
8186,II step,TaPt2S5/Ta(PtS3)2,0.08388709999999988,0.25825712800000034
6712,II step,TaAu2S3/Ta(AuS3)2,0.214077116,0.25840872166666684
6905,II step,ZnAsS2/ZnAsS4,0.15126049500000005,0.2584219285
7549,II step,LaCu2S3/LaCu2S5,0.19563853799999986,0.25845419450000007
3338,II step,Ga3AuS3/Ga3AuS8,0.15827536600000003,0.2585215260000002
2485,I step,Tl2Pd2S3/Tl2Pd2S5,0.08924722600000001,0.2586500424999998
2422,I step,CrCoS3/CrCoS6,0.22027111100000007,0.2587845346666666
5971,II step,CuIrS3/CuIrS6,0.08951890499999998,0.2588100826666666
2770,II step,SnGeS2/SnGeS4,0.194611549,0.25892140149999987
2402,I step,TaTeS4/TaTeS6,0.14745146099999995,0.2589619315
1220,I step,Re(AgS)3/Re(AgS2)3,0.039602101,0.25902127733333336
3491,I step,TlRhS2/Tl2Rh2S7,0.139079988,0.25926404566666683
6320,II step,Na2Cr2S5/NaCrS3,0.05911946300000004,0.25931877500000056
8886,I step,Li2PtS4/Li4Pt2S11,0.2372899049999999,0.2593365279999995
4483,II step,Ag2MoS4/Ag2MoS6,0.147018551,0.2594086565000002
807,I step,Cr3CuS6/Cr3CuS8,0.07710677399999999,0.25949743299999994
9207,II step,AlTlS2/Al2Tl2S7,0.22719061400000007,0.25955876099999964
3074,I step,Mn3Co3S8/MnCoS6,0.23473227000000008,0.25974187020000006
7744,II step,ZrPbS3/ZrPbS4,0.20758521499999993,0.25975015499999987
7560,II step,KGeS3/KGeS4,0.099227548,0.2598738469999997
380,I step,Y(Au2S3)2/Y(AuS2)4,0.07096475400000002,0.25999493650000005
3473,II step,Sc2PdS4/Sc2PdS5,0.16412425100000005,0.26030039000000116
2455,I step,GaHgS2/GaHgS4,0.091138304,0.26032583249999997
9297,II step,Sn2PtS4/Sn2PtS5,0.04511702000000006,0.2603596269999997
8432,II step,TcHgS4/TcHgS6,0.08157020800000003,0.260378467
323,II step,TeIrS2/TeIrS3,0.05921363800000001,0.26053780599999987
4039,II step,LiAuS2/Li2Au2S7,0.17759793999999995,0.2605421636666665
10247,I step,ScTe2S3/Sc(TeS3)2,0.21124339200000009,0.2607699143333333
4641,I step,MnBiS3/MnBiS4,0.05116569900000001,0.2609166489999999
7488,II step,Cr3Ni3S8/CrNiS6,0.18922472,0.261172395
8425,I step,TcHgS2/TcHgS4,0.10211330600000001,0.2614081050000001
9854,I step,TiRhS2/Ti2Rh2S5,0.08645868300000004,0.2614259099999998
2409,I step,CrCo3S4/Cr(CoS2)3,0.09961545400000005,0.2614978750000003
1984,I step,GePtS3/GePtS6,0.157643616,0.26153669999999996
755,I step,CrCd3S4/CrCd3S8,0.19467753099999996,0.26154985
5390,II step,Rb2Rh2S5/RbRhS3,0.06610894200000006,0.26160841499999954
1920,II step,TlSbS2/Tl2Sb2S7,0.10556668000000002,0.2617117593333331
3043,II step,NiTe3S4/NiTe3S5,0.042250752999999974,0.2617655590000001
9129,I step,GeAsS2/GeAsS6,0.21359920500000001,0.262002881
6999,I step,CoCuS2/CoCuS6,0.142640174,0.2623093515
6924,II step,MnNbS4/MnNbS6,0.1980619429999999,0.2623375134999999
6864,II step,Mn(PdS2)2/MnPd2S5,0.08127981400000006,0.2624846759999997
3920,I step,ScPtS3/ScPtS4,0.16777455799999985,0.26250238500000034
5130,I step,K2Mn2S5/KMnS3,0.10793733599999988,0.2625127039999988
9541,II step,Ge3(Au3S4)2/GeAu2S5,0.024313926999999957,0.2625529624285714
8169,I step,Ba(MnS2)2/BaMn2S5,0.1604917050000001,0.26277413899999935
5434,I step,TeOs2S5/Te(OsS3)2,0.03221064799999995,0.2629760180000007
3871,I step,Cr2PdS4/Cr2PdS6,0.16973406000000002,0.263159897
6018,I step,Ag2PbS4/Ag2PbS5,0.04022139300000005,0.2633625500000001
6372,I step,NaVS3/NaVS4,0.13168823699999987,0.26340058799999966
7288,II step,MgNiS2/MgNiS4,0.2386858460000001,0.2636564479999999
6500,II step,MnAgS2/MnAgS4,0.13623458200000005,0.2637895104999999
5642,II step,CrRh2S5/Cr(RhS3)2,0.06349539800000004,0.2638200450000001
3196,II step,NaIrS3/NaIrS4,0.063108563,0.26395285300000015
10001,I step,Te2MoS4/Te2MoS6,0.05342996099999997,0.2640586254999999
4606,II step,ZnPdS2/ZnPdS4,0.21594143,0.26416486800000016
2691,II step,RbCuS3/Rb2Cu2S7,0.037160097999999975,0.26419765500000025
2201,II step,Be(BiS2)2/Be(BiS3)2,0.09120136000000001,0.2642058845000004
9518,II step,YCu2S3/YCu2S5,0.17447829300000006,0.2642382184999996
4190,II step,KSbS2/KSbS4,0.22969085,0.2644248455
5877,II step,LiRhS2/LiRhS3,0.12795424500000008,0.2645158730000001
4332,I step,AlAsS4/AlAsS6,0.18630242399999997,0.2645236770000001
2000,II step,Li2Ta2S5/LiTaS4,0.2530108689999999,0.26467475733333323
9537,I step,Ge(AuS)2/GeAu2S5,0.014530419999999988,0.2648109759999999
770,I step,CsAsS2/Cs2As2S7,0.18971109399999997,0.264952915666667
9733,I step,InAu3S2/In(AuS2)3,0.04456448500000004,0.26507813699999994
7708,II step,ReTe3S4/ReTe3S5,0.019505857999999987,0.265142891
2030,I step,RbNbS4/RbNbS6,0.2436650990000001,0.26520024100000006
7286,II step,MgNi3S4/MgNi3S8,0.141474247,0.26526774499999983
4174,I step,RhPbS2/RhPbS6,0.29743999200000004,0.2652685385
771,II step,CsAsS2/CsAsS4,0.21825438799999997,0.2654344289999999
4840,I step,MoOsS4/MoOsS6,0.15092355000000002,0.2654354204999998
5049,II step,TcTeS4/TcTeS6,0.10158002399999999,0.2654575699999999
4665,I step,CuRh2S5/Cu(RhS3)2,0.04241097000000005,0.2656109520000003
2815,I step,Sn(RhS2)2/Sn(RhS3)2,0.09353148999999994,0.265690228
676,I step,AlAuS2/AlAuS3,0.20780289200000002,0.2658280399999997
1942,II step,CsHfS4/Cs2Hf2S9,0.09256052999999986,0.2658585379999998
598,II step,TiSnS4/TiSnS6,0.18866801200000016,0.2659621219999999
6400,I step,KCoS2/K2Co2S7,0.19253653300000007,0.2660242659999996
8098,I step,TlAg3S2/Tl(AgS2)3,0.02262094600000003,0.266127659
773,I step,CsAsS3/CsAsS4,0.10877019200000004,0.26630058300000004
5411,II step,LiHgS2/LiHgS3,0.12213140700000003,0.2664104359999997
3522,II step,Ni(OsS2)2/NiOs2S5,0.04367387300000003,0.2664986540000003
9709,II step,Mg(AuS2)2/MgAu2S5,0.05617964200000003,0.26653992999999954
9674,II step,Pt2AuS5/Pt2AuS6,0.03178918399999997,0.26667020899999994
9006,I step,RbAsS2/RbAsS4,0.20327597900000005,0.26667560349999997
9514,II step,Ba4Sc2S7/Ba2ScS5,0.36872291599999985,0.2668076500000005
9613,II step,NiAu3S4/NiAu3S8,0.03436076600000004,0.2670953817499999
9926,I step,SnAu2S3/SnAu2S5,0.06293487500000006,0.2671398840000001
1539,II step,HfAgS2/Hf2Ag2S9,0.42944216699999993,0.2672050196
2804,II step,Pd(PbS2)2/PdPb2S5,0.01987463200000006,0.26738637500000006
8095,II step,BePdS2/BePdS4,0.1806402199999999,0.2674914294999997
10208,II step,ScAg2S3/ScAg2S5,0.16464030799999996,0.2675520164999998
8331,II step,Fe(CuS)2/Fe(CuS2)2,0.057035625000000034,0.2676115425000001
4237,II step,YHgS2/YHgS4,0.3742634060000001,0.26762549550000037
7454,I step,Sr(SbS2)2/SrSb2S5,0.11983275500000001,0.2677928939999994
9113,I step,Fe(TeS2)2/FeTe2S5,-0.02525115,0.2678402900000001
9535,II step,Ge(AuS)2/Ge2Au4S7,-0.00752854399999997,0.26795853233333355
1106,I step,Cr2AuS4/Cr2AuS6,0.14249354599999997,0.26804075350000023
9395,II step,Tl3CoS3/Tl3CoS4,0.009606004000000001,0.2680707360000003
5924,I step,Hg(SbS2)2/Hg(SbS3)2,0.06626880199999996,0.2683576540000001
9471,I step,NaCoS3/NaCoS4,0.05078923699999993,0.2685756370000001
4972,II step,AlTeS3/AlTeS6,0.161544621,0.26865092833333315
5667,II step,Cu(OsS2)2/Cu(OsS3)2,0.07495874199999997,0.26875784550000015
8398,I step,TiCu2S3/Ti(CuS2)2,0.10759413200000001,0.26884167900000033
1302,II step,KIrS3/KIrS4,0.08703351000000004,0.2688572419999993
547,II step,Hg(OsS2)2/HgOs2S5,0.0011713500000000154,0.26892312900000004
6345,II step,Tl2Ir2S5/TlIrS4,0.07845151399999994,0.26898528300000013
7839,I step,Hg2Ru2S5/HgRuS4,0.05146157799999995,0.26914670066666635
1306,II step,Tc(AuS)3/Tc(AuS2)3,0.043284058000000014,0.26915416299999995
2760,I step,Sr2TiS4/Sr2TiS5,0.22673559199999982,0.2691595180000004
2031,II step,Rb2Nb2S9/RbNbS6,0.13100051800000012,0.2692573686666666
1794,II step,MnIr2S5/Mn(IrS3)2,0.04954004199999995,0.2694799879999996
7264,I step,Cu2AuS4/Cu2AuS5,0.019268750999999973,0.26965279900000017
6880,I step,YSbS3/YSbS4,0.1613286730000001,0.26965598699999926
5433,II step,Te(OsS2)2/Te(OsS3)2,0.015121638999999965,0.2697413379999998
7934,II step,RbSbS3/RbSbS4,0.08015292900000004,0.2697612349999998
4160,II step,ZnInS2/ZnInS3,0.118591785,0.26977176000000025
8638,I step,BiAuS2/BiAuS3,0.05929493899999999,0.27003937600000016
3103,I step,ScCoS3/ScCoS4,0.1795865299999999,0.270051112
8728,II step,Cd3RuS4/Cd3RuS8,0.135096192,0.2700969744999999
4814,I step,CsTaS4/Cs2Ta2S9,0.10347592799999994,0.27022001799999984
3712,I step,VPt2S5/V(PtS3)2,0.07683789800000007,0.27040473899999995
5303,II step,Sc(AuS)3/ScAu3S4,0.04932940000000008,0.27042664700000074
3666,I step,Ti2AsS5/Ti2AsS6,0.09031784499999995,0.2704294469999997
2104,I step,GaSbS2/GaSbS6,0.22866845199999997,0.27056756075
4485,II step,Ag3MoS4/Ag3MoS6,0.031395196000000014,0.27067098450000016
8399,II step,TiCu2S3/TiCu2S5,0.14387905599999995,0.27093754950000015
4887,I step,CsScS2/CsScS3,0.3328280450000001,0.270943409
4391,I step,MgMnS2/MgMnS6,0.5096182220000001,0.27105754549999994
5446,II step,GaAsS3/GaAsS4,0.060808419999999974,0.271348465
7735,II step,TcNiS4/TcNiS6,0.12253826900000009,0.2714176144999998
5426,II step,LiTeS3/LiTeS6,0.11452651000000003,0.271507339
7955,II step,Mg2Rh2S5/MgRhS4,0.1718642709999999,0.27155904399999997
8137,II step,Sn2HgS4/Sn2HgS5,0.05397325799999997,0.27156021699999977
1196,I step,La2HgS3/La2HgS4,0.286170005,0.2715616679999986
10063,I step,K2Pt2S5/KPtS3,0.09013676599999998,0.27158327400000104
5692,II step,Ba3RuS5/Ba3RuS8,0.35989642099999997,0.27168782333333397
3005,II step,In3RhS4/In3RhS6,0.10111778999999999,0.27200058449999975
2421,II step,CrCoS3/CrCoS4,0.063615918,0.2720068549999999
5447,I step,GaAsS3/GaAsS6,0.20397418699999997,0.2721634603333334
7135,II step,KInS2/KInS4,0.2480027680000001,0.2722819910000003
5716,I step,Mn3Ni3S8/MnNiS6,0.22377198899999995,0.27244612830000015
6261,I step,Mn2Cu2S5/MnCuS6,0.16587120299999997,0.2724620287142857
9360,I step,RbGaS2/Rb2Ga2S7,0.2544280299999999,0.27264264366666646
3574,I step,Pd(AuS)2/PdAu2S3,0.01392060500000003,0.27264820999999984
2524,II step,Na2Te2S3/Na2Te2S5,0.07265830000000006,0.27274368800000026
4307,I step,TaHg2S3/Ta(HgS3)2,0.191907704,0.2728016416666663
7183,I step,CsFeS2/CsFeS3,0.12785959300000005,0.2729855299999997
1101,I step,CrAuS3/CrAuS4,0.049684583999999976,0.27320116699999986
43,II step,Sr3RhS5/Sr3RhS8,0.33340513699999996,0.2733315066666666
